0,0,0,-138.628655710625,423.747658378241,-50.6935813742956,0.26146594452801,-0.274549786596166,5.31750628616347
-0.462095519035415,1.41249219459414,-0.168978604580985,-158.633735210196,385.497916910373,-72.6700878865444,1.36457816978158,-0.277415303344372,1.09657472878724
-0.990874636402737,2.69748525096205,-0.411212230869467,-163.444479611974,387.668928219165,-95.8448440424718,-1.68080063989302,-0.816407541596585,-4.08909392233881
-1.53568956844265,3.9897150116926,-0.730695044344372,-178.428243586563,391.665295746108,-134.528528476534,-0.731975963920179,-0.745967492618579,-1.73669558993675
-2.13045038039786,5.29526599751296,-1.17912347259949,-191.01835691543,399.820109599742,-174.940698946651,2.90637661809387,-1.32991646089776,4.0138499365069
-2.76717823678263,6.62799969617876,-1.76225913575499,-203.600377057683,401.347456861748,-216.095466237496,4.448739219149,-1.45832968595512,7.10148969057276
-3.44584616030824,7.96582455238459,-2.48257735654664,-211.864690775468,409.474053217855,-246.843928193144,4.34201112519566,-0.974352076810755,7.96153882484062
-4.15206179622646,9.33073806311077,-3.30539045052379,-217.497507269394,419.495907960254,-271.689593018601,8.1023913854396,-0.143181751687068,18.6606133189573
-4.87705348712444,10.7290577563116,-4.21102242725246,-220.447025902422,425.547918612051,-291.382117459781,6.18194115223154,-0.0900053772134637,15.1867694397229
-5.61187690679918,12.1475508183518,-5.1822961521184,-224.059880128743,430.23671528837,-304.114228614242,3.57738717492667,0.08000155769877,12.9812927226518
-6.35874317389499,13.5816732026464,-6.1960102474992,-227.770247168633,433.031388825174,-309.150949450299,2.48624076263745,-0.227701464365925,11.2036698680017
-7.11797733112377,15.0251111653969,-7.22651341233353,-232.477627343042,435.625989454522,-309.857926932543,1.14452062887757,-0.0212259369393752,10.9054569462507
-7.89290275560057,16.477197796912,-8.25937316877534,-240.762514227873,437.546129504025,-304.251740702699,0.346635443715403,-0.340705209013311,9.4101943374044
-8.69544446969348,17.9356848952588,-9.27354563778434,-248.367762378643,439.561973399657,-297.18239765383,-0.216524346550539,-0.707672968870972,8.99928952896482
-9.52333701095563,19.4008914732576,-10.2641536299638,-252.174993076039,441.409492173563,-291.725797839689,-1.24071429921076,-1.09537273539277,8.18682781848755
-10.3639203212091,20.8722564471695,-11.2365729560961,-256.113827737522,440.537443798632,-290.053557616309,-1.54959576661544,-1.14698253659455,6.76045207121725
-11.2176330803342,22.3407145931649,-12.2034181481504,-260.408185123805,438.400917591974,-289.855628678276,-2.19421993176898,-1.23815284573583,4.88156058628133
-12.0856603640802,23.8020509851382,-13.169603577078,-264.413183207301,435.197560407889,-288.943550319095,-2.7827299253282,-1.13108362429651,4.05578205501325
-12.9670376414379,25.2527095198311,-14.1327487448083,-267.349595378033,432.037573368049,-286.595380021026,-2.78612421665855,-1.27489994447606,3.73442599729701
-13.8582029593646,26.6928347643913,-15.0880666782118,-269.352431517615,427.014938532591,-285.273781004162,-2.94641305900924,-1.21086844416958,3.26629116745301
-14.7560443977567,28.1162178928333,-16.038979281559,-269.955420844019,420.7552883018,-283.978418255666,-2.83266940575887,-1.35752073891515,2.82362192121071
-15.6558958005701,29.5187355205059,-16.9855740090779,-269.254678447345,413.568940462972,-281.871744357187,-2.67427807385994,-1.06136248428699,2.37643524689846
-16.5534113953946,30.8972986553825,-17.9251464902685,-266.603596296636,405.00652055951,-279.740286172137,-2.55608450337705,-1.41057642862583,2.0704759533166
-17.4420900497167,32.2473203905809,-18.8576141108423,-263.742515292984,395.089948443274,-277.954803657309,-2.4672492748165,-1.50311903610093,1.65587066005132
-18.32123176736,33.5642868853918,-19.7841301230333,-260.499104790199,385.426813967678,-275.227876392859,-2.0468371461577,-1.48986049052334,1.43724778036555
-19.1895621166606,34.8490429319507,-20.7015563776762,-256.431785782081,375.902929763564,-271.206293895017,-1.90275186410935,-1.50306626815724,1.58762280188827
-20.0443347359342,36.1020526978293,-21.6055773573262,-251.331280876917,365.91982024743,-266.353485020349,-2.11649784763326,-0.798394210127899,1.69415721179031
-20.8821056721906,37.3217854319874,-22.493422307394,-245.900283031909,356.314627404868,-261.217993001486,-1.8828414282387,-0.727087781216663,1.62246795182287
-21.701773282297,38.5095008566703,-23.3641489507323,-240.757231184938,346.72682565041,-255.539542242357,-2.21892214931119,-0.756647205800874,0.837644978230975
-22.5042973862468,39.6652569421716,-24.2159474248735,-235.890784765058,337.417019688797,-250.291989056211,-2.3911456638281,-0.884646538063422,0.895064615567343
-23.2906000021303,40.7899803411343,-25.0502540550609,-231.161355626864,328.458580530528,-245.23261167225,-2.60247568690756,-0.972703704491288,0.704510760998551
-24.0611378542199,41.884842276236,-25.8676960939684,-226.545317318937,320.065991667613,-240.256714622589,-2.50757371453263,-0.9177917100501,0.499953807299351
-24.8162889119496,42.9517289151281,-26.668551809377,-222.55271361538,312.11152103985,-235.41759965849,-2.54575037107472,-0.798510514760084,0.70833457131888
-25.5581312906676,43.9921006519276,-27.453277141572,-218.873332931628,304.436058671953,-230.797885030114,-2.69017097064835,-0.457721192079159,0.743419835332159
-26.2877090671063,45.0068875141674,-28.2226034250057,-215.487072613189,297.27898273658,-226.704797950995,-2.63672016765794,-0.361567638536195,0.709025735044561
-27.0059993091503,45.9978174566227,-28.9782860848424,-212.272411970991,290.545898657888,-222.98158829087,-2.45138436942173,-0.733178006188804,1.33243259141482
-27.7135740157203,46.9663037854823,-29.7215580458119,-209.032352405364,284.210374225788,-219.553145588125,-2.23090314327612,-0.889188454871801,1.25218214904013
