,nose_x,nose_y,nose_z,r_ear_x,r_ear_y,r_ear_z,theta_l,theta_r
41,284.38261415004433,239.2185980349602,161.9560212486481,333.2304594610313,216.98293619492483,233.99245736519688,4.1992115976400735,1.71264111751102
42,283.50410647495175,240.07855487538066,160.89285112610872,332.3537458591282,218.44345166099978,233.2925922344625,4.185567054640305,1.7193841928083933
43,282.57238430713556,240.92083105372322,159.8347612415022,331.4942715306144,219.87179187553673,232.6103556892269,4.1727812520860015,1.7258851259648174
44,281.74105904558434,241.73153258247066,158.78645134563826,330.6746225583236,221.26362192426768,231.96159804744116,4.186449043312537,1.7570348981984214
45,280.9952199206176,242.46285052625194,157.7060552196849,329.8572487016712,222.62087290305442,231.34365003263642,4.199590217356034,1.784586730850157
46,280.28130234121784,243.13571360897254,156.6354240418741,328.999114126769,223.91395390697934,230.65931407806994,4.211903164722121,1.8097149494548956
47,279.5735946762322,243.77491179319168,155.59330739847522,328.1659904941395,225.14705174730628,229.98124234811982,4.224185958606584,1.83140514982607
48,278.8608784097191,244.4122436974994,154.573227536077,327.35761207013326,226.3599440308775,229.3201827465135,4.2362075490055515,1.849830838428153
49,278.1400994535433,245.043757258432,153.59857200773467,326.58915522601586,227.52986764063803,228.67610992013996,4.2474687384945815,1.8650634548898242
50,277.4362298257996,245.6838829605035,152.65378727895484,325.86221697467636,228.6869096460871,228.05451799474187,4.258231823457118,1.8773879265619668
51,276.7178315057963,246.28552726909905,151.77082270476723,325.17275916247803,229.82160294726424,227.44417430707185,4.26886523022861,1.886942337596188
52,276.111131568016,246.8671202229343,150.98150127731893,324.51645583219465,230.88310968671837,226.86803802450632,4.279213328394133,1.8939886361765106
53,275.4752744052688,247.4660926623373,150.17806569147106,323.8981566413703,231.86222507017234,226.2995235221697,4.289127702368811,1.8993419313467559
54,274.8679881738008,248.06557063967145,149.386713497333,323.30876302575825,232.82707639160978,225.74742901953277,4.298978525417841,1.903382724429164
55,274.2875999769633,248.65931441062762,148.63324199644555,322.74100664115053,233.7695323617856,225.20461200568104,4.308865911946534,1.9058947195575588
56,273.7059894292799,249.2412747700311,147.92610274841783,322.17719788984675,234.65873181443538,224.69650234659233,4.3187282863221075,1.906816812773628
57,273.1177141996396,249.82115485143518,147.25999539672532,321.62552888960937,235.50410891226684,224.19809448456306,4.328654042460701,1.9061412939021318
58,272.5582672415171,250.39301468608255,146.56814738538833,321.0758764521018,236.34109628114027,223.7019326490078,4.338426444953634,1.903524308942377
59,272.03386872465893,250.96375913005198,145.87238120701153,320.487812876531,237.1330824444275,223.23009233551943,4.348671693435159,1.8993040935306231
