scorer,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000
bodyparts,nose,nose,nose,l_ear,l_ear,l_ear,r_ear,r_ear,r_ear,l_eye,l_eye,l_eye,r_eye,r_eye,r_eye
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
62,335.97710943222046,316.12025272101164,0.9999986886978149,344.16144943237305,241.757639169693,0.9999843835830688,295.0718643665314,243.59965786337852,0.9999924898147583,345.32212829589844,270.12930393218994,1.0,309.6198488473892,270.3087327480316,1.0
63,337.053968667984,316.8551205396652,0.999998927116394,344.9197382926941,242.19647181034088,0.9999877214431763,295.74181938171387,243.74057590961456,0.9999896287918091,345.8973169326782,270.4652192592621,0.9999998807907104,310.34000873565674,270.66432213783264,1.0
64,338.1747360229492,316.8609029054642,0.999998927116394,345.47552585601807,242.51771485805511,0.9999895095825195,296.33140230178833,243.90834388136864,0.9999836683273315,346.73800444602966,271.55855226516724,0.9999998807907104,310.89124298095703,271.10105991363525,1.0
65,338.93905115127563,317.07194423675537,0.9999986886978149,346.0833909511566,242.90158653259277,0.9999916553497314,297.07391262054443,244.34639698266983,0.9999799728393555,347.6624460220337,271.66584610939026,1.0,311.35990476608276,271.6265106201172,1.0
66,339.1471258997917,317.21449875831604,0.9999986886978149,346.2122379541397,243.04004883766174,0.9999916553497314,297.71724104881287,244.62577313184738,0.9999808073043823,347.79084818065166,271.86679887771606,0.9999998807907104,311.9114305973053,272.0032048225403,1.0
67,339.97559525072575,317.54070603847504,0.9999984502792358,346.9031822681427,243.3304677605629,0.9999924898147583,298.16458880901337,244.72673803567886,0.9999810457229614,348.5349751710892,272.12003326416016,1.0,312.4230899810791,272.402955532074,1.0
68,340.72695112228394,318.2871205806732,0.9999986886978149,347.2415500283241,243.50778272747993,0.9999927282333374,298.6990714073181,244.8767197728157,0.9999816417694092,348.6489894390106,272.1190776824951,1.0,313.31584644317627,272.9753050804138,1.0
69,341.3920862674713,318.9210755825043,0.9999990463256836,347.36647671461105,243.71180149912834,0.9999929666519165,299.2118681669235,245.16441345214844,0.9999797344207764,348.81474459171295,272.23969435691833,1.0,313.75141501426697,273.2904562950134,1.0
70,341.46245765686035,318.9238111972809,0.9999992847442627,348.13401590287685,244.23072834312916,0.999993085861206,299.743844717741,245.47495675086975,0.9999778270721436,349.9322500228882,272.8815426826477,1.0,314.34211468696594,273.6636152267456,1.0
71,342.2413923740387,319.598007440567,0.999998927116394,348.5543990135193,244.4373550415039,0.9999927282333374,300.18707029521465,245.71491503715515,0.9999717473983765,350.24821281433105,273.02206468582153,1.0,314.69158720970154,273.6154932975769,1.0
72,342.89835715293884,319.6556534767151,0.9999988079071045,349.1028814315796,244.68925070762634,0.9999926090240479,300.86440962553024,246.1195900440216,0.999967098236084,350.9970622062683,273.494341135025,1.0,315.4051299095154,274.0045576095581,1.0
73,343.35569024086,320.3581042289734,0.9999971389770508,349.74140417575836,245.2334578037262,0.9999908208847046,301.3453416824341,246.48256659507751,0.9999631643295288,351.5883274078369,273.7741720676422,1.0,315.92802680283785,274.39174461364746,1.0
74,343.33592200279236,320.9683609008789,0.9999983310699463,350.4400336742401,245.63512313365936,0.9999868869781494,301.91027998924255,246.95129776000977,0.9999518394470215,352.38048458099365,274.3145571947098,1.0,316.2345047593117,275.2397109270096,1.0
75,344.4912796020508,321.51468563079834,0.9999979734420776,351.07990169525146,246.3481433391571,0.9999881982803345,302.35154962539673,247.21745467185974,0.9999473094940186,352.9327907562256,274.5290377140045,1.0,316.59187066555023,275.5397776067257,1.0
76,344.78574085235596,321.9926700592041,0.9999984502792358,351.8032178878784,246.96307373046875,0.9999896287918091,302.78126978874207,247.66857862472534,0.9999339580535889,353.4247465133667,275.12019938230515,1.0,316.9215122461319,275.8860502541065,1.0
77,344.90880727767944,322.41659903526306,0.9999988079071045,352.4363520145416,247.55737328529358,0.9999887943267822,303.06612968444824,248.1039843559265,0.9999217987060547,354.06722259521484,275.6923848092556,1.0,317.13600742816925,276.288782954216,1.0
78,345.26018238067627,323.22776997089386,0.9999990463256836,352.8340985774994,247.96743726730347,0.999987006187439,303.68931245803833,248.6022424697876,0.999921441078186,354.18620443344116,276.0309786349535,1.0,317.5528185367584,276.7053725719452,1.0
79,344.9862251281738,323.76296123862267,0.9999992847442627,353.2492699623108,248.20648670196533,0.999984622001648,304.12451434135437,249.02462649345398,0.9999352693557739,354.45689392089844,276.4729835987091,1.0,318.2841362953186,277.27741718292236,1.0
80,345.28551173210144,324.3429929614067,0.9999994039535522,353.6166470050812,248.63486433029175,0.9999790191650391,304.42771434783936,249.49297261238098,0.9999467134475708,354.9619586467743,277.36008632183075,1.0,319.0229494571686,277.7989912033081,1.0
81,345.59492444992065,324.6270459294319,0.9999994039535522,353.9685730934143,248.39287161827087,0.9999786615371704,305.0324635505676,250.11433804035187,0.9999570846557617,355.18294608592987,277.71423757076263,1.0,319.43986439704895,278.4569172859192,1.0
82,345.98458766937256,325.1685267686844,0.9999994039535522,354.38739490509033,249.06826782226562,0.9999833106994629,305.6454658508301,250.61061596870422,0.999964714050293,355.9177820235491,278.5471580028534,1.0,320.10114002227783,279.1015160083771,1.0
83,346.3714278936386,325.8308355808258,0.9999992847442627,354.84533274173737,249.70417594909668,0.9999861717224121,306.48221027851105,251.1257357597351,0.9999749660491943,356.4107519686222,279.3780326843262,1.0,320.74001598358154,279.599796295166,1.0
84,346.87100088596344,326.52927803993225,0.9999991655349731,355.33119028806686,250.38613426685333,0.9999880790710449,306.94917142391205,251.33206021785736,0.9999772310256958,356.76875138282776,279.9891149997711,1.0,321.38949155807495,280.10612773895264,1.0
85,347.5351661145687,327.42999053001404,0.9999988079071045,355.7465488910675,250.80516374111176,0.9999880790710449,307.4495546221733,251.62784585356712,0.9999784231185913,357.29223823547363,280.59826850891113,1.0,321.636599779129,280.59005403518677,1.0
86,348.0748800560832,327.8220200538635,0.9999984502792358,356.37032493948936,251.3425331711769,0.9999880790710449,307.78124482929707,251.86444486677647,0.9999771118164062,357.7911010980606,281.0313057899475,1.0,322.188125371933,281.01539182662964,1.0
87,348.48174422979355,328.4014940261841,0.9999979734420776,356.77323496341705,251.63376587629318,0.9999878406524658,308.5357210636139,252.16219525039196,0.9999772310256958,358.3139250278473,281.48729276657104,1.0,322.70577251911163,281.39847469329834,1.0
88,348.8338379263878,328.6638321876526,0.999997615814209,357.18231761455536,251.87253294885159,0.9999860525131226,308.76747250556946,252.33197051286697,0.9999773502349854,358.6538465023041,282.3777137994766,1.0,323.08540320396423,281.78242683410645,1.0
89,349.0902211666107,329.21093463897705,0.9999966621398926,357.4014973640442,252.433579236269,0.9999871253967285,309.87462043762207,252.46438336372375,0.9999796152114868,359.3348722457886,282.8226310014725,1.0,323.62250730395317,282.2069368362427,1.0
90,349.8254817724228,329.8140070438385,0.9999940395355225,357.8941717147827,252.83410304784775,0.999984860420227,310.548300743103,252.8064005970955,0.9999767541885376,359.8678729534149,283.42973351478577,1.0,324.09306210279465,282.88484144210815,1.0
91,350.0135307312012,330.8689378499985,0.9999958276748657,358.28756284713745,253.37958228588104,0.999984860420227,310.8384921550751,253.2277556657791,0.9999785423278809,360.2976598739624,283.91329446434975,1.0,324.4660012125969,283.7543154656887,1.0
92,350.2802047729492,331.56216156482697,0.9999970197677612,359.06729388237,254.01631689071655,0.9999746084213257,311.7751450538635,253.77975845336914,0.9999707937240601,360.96015977859497,284.4625960588455,1.0,325.37394762039185,284.4033352136612,1.0
93,350.84496784210205,332.3052000403404,0.9999984502792358,359.5481803417206,254.47920298576355,0.9999654293060303,312.53209924697876,254.06749749183655,0.9999613761901855,361.4133744239807,285.1015406847,1.0,325.8705085515976,284.9671484231949,1.0
94,351.381796836853,333.07015347480774,0.9999991655349731,360.2446360588074,254.9212465286255,0.9999517202377319,313.13739109039307,254.33599948883057,0.9999547004699707,361.79945516586304,285.55744183063507,0.9999998807907104,326.3883309364319,285.32208824157715,1.0
95,351.89766359329224,333.71513187885284,0.9999994039535522,360.96634316444397,255.18414974212646,0.9999468326568604,313.2290894985199,254.88273572921753,0.9999445676803589,362.2790416479111,286.23703384399414,1.0,327.02946281433105,285.74226582050323,1.0
96,351.97082901000977,334.26449060440063,0.9999994039535522,361.5928683280945,255.73037576675415,0.9999645948410034,313.8586940765381,255.55063724517822,0.9999524354934692,362.7010556459427,286.8143458366394,1.0,327.5099141597748,286.2694523334503,1.0
97,352.4694483280182,334.76318097114563,0.9999994039535522,361.88220286369324,256.33580207824707,0.9999762773513794,314.3879534006119,255.9780011177063,0.9999592304229736,363.08537489175797,287.2401797771454,0.9999998807907104,327.8236026763916,286.71858263015747,1.0
98,353.3737094402313,335.1907386779785,0.9999996423721313,362.4535447359085,257.089332818985,0.9999840259552002,314.6658767461777,256.52140974998474,0.9999643564224243,363.69437378644943,287.8024010658264,1.0,328.15871477127075,287.3739640712738,1.0
99,353.56434321403503,335.7520523071289,0.9999996423721313,363.0644463300705,257.4817500114441,0.9999861717224121,315.1300617456436,256.79589200019836,0.9999696016311646,364.39694741368294,288.05691623687744,1.0,328.70645570755005,287.7644031047821,1.0
100,353.5164620876312,335.9802622795105,0.9999995231628418,363.85984921455383,258.0148084163666,0.9999884366989136,315.58599188923836,257.2002913951874,0.9999725818634033,364.84767657518387,288.6088364124298,1.0,328.95209550857544,288.31202697753906,1.0
101,353.6240713596344,336.35574531555176,0.9999995231628418,364.5287761092186,258.5269525051117,0.9999891519546509,316.07771454006433,257.6066653728485,0.9999710321426392,365.2829837799072,289.2487416267395,1.0,329.2050838470459,288.54343700408936,1.0
102,353.7038629055023,336.6965034008026,0.9999996423721313,365.16194915771484,259.27393239736557,0.9999908208847046,316.5538129210472,257.92820739746094,0.9999732971191406,365.7671513557434,289.76069688796997,1.0,329.6751627922058,288.9967517852783,1.0
103,354.07811629772186,337.10191464424133,0.9999997615814209,366.03691959381104,260.00599271897227,0.9999901056289673,316.9173428416252,258.4121769666672,0.9999767541885376,366.094797372818,290.15665078163147,1.0,330.07656133174896,289.22409534454346,1.0
104,354.43582141399384,337.67332100868225,0.9999998807907104,366.4387197494507,260.6230819225311,0.9999899864196777,317.10101330280304,258.65602350234985,0.9999794960021973,366.2512230873108,290.50336706638336,1.0,330.16682052612305,289.3918957710266,1.0
105,354.80019533634186,338.16233110427856,0.9999998807907104,366.80186319351196,261.23719668388367,0.9999891519546509,317.75698244571686,259.30573016405106,0.999977707862854,366.73810505867004,290.9647219181061,1.0,330.91309332847595,289.65937423706055,1.0
