scorer,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000,DeepCut_resnet50_frontMar14shuffle1_1015000
bodyparts,nose,nose,nose,l_ear,l_ear,l_ear,r_ear,r_ear,r_ear,l_eye,l_eye,l_eye,r_eye,r_eye,r_eye
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
566,449.1037347316742,250.74719989299774,0.9999994039535522,403.41839867830276,204.1409777700901,0.9999996423721313,368.48296427726746,217.94615149497986,0.9999172687530518,420.64974743127823,215.57683563232422,0.01671500690281391,398.05154848098755,229.78653585910797,1.0
567,450.1337608098984,250.7806590795517,0.9999996423721313,404.06272342056036,204.10922657698393,0.9999996423721313,369.2323248386383,218.0684311389923,0.999946117401123,420.9249838590622,215.65070056915283,0.017470011487603188,398.7652008533478,230.03836798667908,1.0
568,450.9089710712433,251.33963865041733,0.9999996423721313,404.61642295122147,204.0815996453166,0.9999996423721313,370.02702617645264,218.24913787841797,0.9999589920043945,421.59204602241516,215.86830234527588,0.026330046355724335,399.42251896858215,230.20656943321228,1.0
569,451.7203459739685,252.2461299598217,0.9999997615814209,405.11891067028046,204.29385459423065,0.9999996423721313,370.58348536491394,218.44436740875244,0.9999591112136841,422.14001059532166,216.2043914794922,0.022165250033140182,400.02456998825073,230.37670493125916,1.0
570,452.23368406295776,252.74030542373657,0.9999997615814209,405.5165606737137,204.39701807498932,0.9999995231628418,371.15743201971054,218.8619875907898,0.9999619722366333,422.46710538864136,216.41070175170898,0.019841987639665604,400.8827061653137,230.6931290626526,1.0
571,452.89339476823807,253.29282236099243,0.9999997615814209,405.9309914112091,204.50231486558914,0.9999994039535522,371.84644551575184,219.22907626628876,0.9999692440032959,422.7857255935669,216.56598091125488,0.02973010018467903,401.5371298789978,231.05613541603088,1.0
572,453.45370614528656,253.46012389659882,0.9999996423721313,406.4878656864166,204.81435650587082,0.9999992847442627,372.31470516324043,219.29054832458496,0.9999704360961914,424.75435733795166,217.8826723098755,0.020451480522751808,402.5142158269882,231.17152643203735,1.0
573,454.0921468734741,254.1493945121765,0.9999995231628418,406.8722825050354,204.96740072965622,0.9999991655349731,372.8552115559578,219.49516302347183,0.9999748468399048,425.2335374355316,218.07491779327393,0.015363437123596668,403.07971078157425,231.38915038108826,1.0
574,454.7612953186035,254.41347479820251,0.9999992847442627,407.39288330078125,205.3979822397232,0.999998927116394,373.67308485507965,219.75048914551735,0.9999730587005615,425.7216112613678,218.1124038696289,0.01684451848268509,403.7141488492489,231.68911147117615,1.0
575,455.2416625022888,254.5811710357666,0.9999990463256836,407.9956142902374,205.78105187416077,0.9999988079071045,374.2321605682373,220.13036182522774,0.9999722242355347,426.034707903862,218.11693954467773,0.01465552020817995,404.55661594867706,231.9848484992981,1.0
576,455.5662913322449,254.8721945285797,0.9999986886978149,408.5253973007202,205.9676834344864,0.9999983310699463,374.98691058158875,220.47766649723053,0.9999685287475586,426.1861585378647,218.04866313934326,0.0116434870287776,405.07232439517975,232.1837773323059,1.0
577,455.98458766937256,255.0649585723877,0.9999980926513672,408.9104599952698,206.2389271259308,0.9999978542327881,375.5488679409027,220.72953575849533,0.9999687671661377,426.55185091495514,218.06590175628662,0.015013414435088634,405.83462619781494,232.37685823440552,1.0
578,456.335431098938,255.20517206192017,0.9999971389770508,409.2594861984253,206.51404094696045,0.9999967813491821,376.0968008041382,221.13710510730743,0.9999620914459229,427.13853991031647,217.99933528900146,0.015987414866685867,406.3446626663208,232.59653186798096,1.0
579,456.9580674171448,255.39221096038818,0.9999949932098389,409.5671238899231,206.86791467666626,0.9999969005584717,376.54284858703613,221.39907014369965,0.9999552965164185,427.4231485724449,217.7680196762085,0.013308876194059849,406.99237418174744,232.72680854797363,1.0
580,457.21842670440674,255.75422596931458,0.9999927282333374,410.3077553510666,206.5529065132141,0.9999969005584717,376.9762177467346,221.5931749343872,0.9999438524246216,427.9692458231002,217.67574214935303,0.016489559784531593,407.4270040988922,232.9347071647644,0.9999998807907104
581,458.0001497268677,255.00872611999512,0.999992847442627,410.53132832050323,206.4717082977295,0.9999973773956299,377.5143733024597,221.8127465248108,0.9999308586120605,428.30868849158287,217.52980613708496,0.015933681279420853,407.90797305107117,232.90549325942993,0.9999998807907104
582,458.5881474018097,255.24981594085693,0.9999948740005493,410.83842074871063,206.49291229248047,0.9999972581863403,378.0797976255417,222.50795149803162,0.9999293088912964,428.64819848537445,217.2768259048462,0.019489984959363937,408.8142137527466,233.0262405872345,0.9999998807907104
583,459.2855471968651,255.2515320777893,0.9999949932098389,411.1305235028267,206.38116121292114,0.9999972581863403,378.3448749780655,222.7642731666565,0.9999219179153442,428.73905420303345,216.96446895599365,0.020881392061710358,408.740026473999,233.3499050140381,0.9999997615814209
584,459.8272603005171,255.1066131591797,0.9999942779541016,411.28955817222595,206.44949173927307,0.9999973773956299,378.6810187101364,222.8605797290802,0.9999256134033203,428.7746064066887,216.68599319458008,0.014068163931369781,409.5631046295166,233.66172051429749,0.9999998807907104
585,460.1701840311289,255.48228931427002,0.9999946355819702,411.7537056058645,206.47326946258545,0.9999970197677612,379.2083228826523,222.9970338344574,0.9999237060546875,429.33827686309814,216.5620937347412,0.019565945491194725,410.2130868434906,234.0439314842224,0.9999998807907104
586,460.7331460118294,255.68203020095825,0.9999955892562866,411.8411363810301,206.61444306373596,0.9999967813491821,379.6555484831333,223.15188336372375,0.9999257326126099,429.4536397457123,216.56627655029297,0.019165722653269768,410.39037680625916,233.98434686660767,0.9999998807907104
587,461.36846935749054,256.21032524108887,0.9999963045120239,412.3785322904587,206.98900842666626,0.9999961853027344,379.8956527635455,223.37821006774902,0.9999251365661621,430.09855794906616,216.6774778366089,0.02415691874921322,411.11221796274185,234.3308366537094,1.0
588,461.9946600198746,256.7427730560303,0.9999977350234985,412.956093788147,207.10042762756348,0.9999964237213135,380.2339034974575,223.64116430282593,0.9999226331710815,430.324107170105,216.77523517608643,0.037962544709444046,411.63487458229065,234.36158752441406,1.0
589,462.7891058921814,257.26486134529114,0.9999980926513672,413.628147482872,207.3378267288208,0.9999960660934448,380.7174931168556,223.73488235473633,0.9999243021011353,430.8340091705322,216.82994270324707,0.03806601092219353,412.16264702379704,234.57709920406342,1.0
590,463.03134512901306,257.5730986595154,0.9999985694885254,414.6803877353668,208.06508612632751,0.999996542930603,380.8883712887764,223.91911149024963,0.9999194145202637,431.00107407569885,216.84168243408203,0.02265944518148899,412.52567768096924,234.82183301448822,1.0
591,463.1447443962097,258.3375766277313,0.999998927116394,415.45746207237244,208.44364523887634,0.9999963045120239,381.6204527616501,224.10782384872437,0.9999129772186279,431.3051755428314,216.94007873535156,0.03012576699256897,412.7659054994583,235.00638091564178,1.0
592,463.4766631126404,259.0400376319885,0.9999995231628418,415.68999671936035,208.73087215423584,0.9999972581863403,381.989662528038,224.3685417175293,0.9998971223831177,431.0545823574066,216.8739891052246,0.015939736738801003,413.5627586841583,236.00966071058065,1.0
593,463.7142958641052,259.32147657871246,0.9999995231628418,415.94936180114746,208.76080179214478,0.999997615814209,382.0883753299713,224.47991514205933,0.9998676776885986,431.11282753944397,216.87478733062744,0.017681779339909554,414.0075738430023,236.41998481750488,1.0
594,464.1895580291748,259.7480885088444,0.9999997615814209,416.3575768470764,209.00068831443787,0.9999984502792358,383.2303137779236,224.0114712715149,0.9998718500137329,432.79122972488403,222.9175362586975,0.012149208225309849,414.1388945579529,237.08219063282013,1.0
595,464.5005521774292,260.08662578463554,0.9999997615814209,416.6110143661499,209.26512360572815,0.9999988079071045,383.8844656944275,224.39078330993652,0.9998863935470581,433.40787410736084,223.0115327835083,0.017797203734517097,414.47062635421753,237.43913531303406,1.0
596,464.5071132183075,260.4167323112488,0.9999997615814209,416.85424876213074,209.66057872772217,0.9999991655349731,384.1656789779663,224.52302885055542,0.9999053478240967,434.08300828933716,223.42246627807617,0.020746823400259018,414.7838969230652,238.37471890449524,1.0
597,464.79128885269165,261.0098087787628,0.9999997615814209,416.96062445640564,209.80148196220398,0.9999992847442627,383.9460062980652,225.9831473827362,0.9999358654022217,434.707040309906,223.6209192276001,0.02616637386381626,415.14426279067993,239.09938526153564,1.0
598,465.4226713180542,261.97485888004303,0.9999997615814209,417.3456242084503,210.23554134368896,0.9999995231628418,384.18000197410583,226.40982747077942,0.9999523162841797,434.7540702819824,223.96790599822998,0.019722159951925278,415.89275074005127,239.6438946723938,1.0
599,465.6484808921814,263.19245290756226,0.9999997615814209,417.69412326812744,210.831512093544,0.9999996423721313,384.52007508277893,227.06275290250778,0.9999665021896362,435.1405324935913,224.54345846176147,0.019090749323368073,416.34661769866943,240.45747017860413,1.0
600,465.9302577972412,264.61148738861084,0.9999995231628418,417.97505021095276,211.2224497795105,0.9999997615814209,385.163786649704,227.50592893362045,0.9999779462814331,435.99427556991577,225.31901168823242,0.020120859146118164,416.70115303993225,241.04297256469727,1.0
601,466.9880540370941,264.98895502090454,0.9999994039535522,418.2587796449661,211.72746542096138,0.9999997615814209,385.6872079372406,228.05962335690856,0.9999798536300659,436.2915105819702,226.17053949832916,0.023323366418480873,417.1470670700073,242.00098657608032,1.0
602,467.31902277469635,266.44671273231506,0.9999996423721313,418.8723831176758,212.5076692700386,0.9999997615814209,386.27319836616516,228.7357422709465,0.9999825954437256,436.5588483810425,226.82774770259857,0.025601621717214584,417.3900680541992,243.01750391721725,1.0
603,467.5483596920967,268.0233400799334,0.9999996423721313,419.3971765637398,213.2795693874359,0.9999997615814209,386.7350913286209,229.58167147636414,0.9999825954437256,437.87755966186523,229.58959102630615,0.028845777735114098,417.51696825027466,243.93062353134155,1.0
604,467.7064877450466,269.35289764404297,0.9999996423721313,419.714638710022,213.9906141757965,0.9999996423721313,387.0210264325142,230.13264226913452,0.9999821186065674,438.52341294288635,230.54646921157837,0.06323029845952988,417.6696925163269,244.9708970785141,1.0
605,467.95294243097305,271.4877505302429,0.9999995231628418,420.2413164228201,214.81519484519958,0.9999995231628418,387.21262246370316,230.84149718284607,0.9999781847000122,438.7747597694397,231.72363948822021,0.06564097851514816,417.9701099395752,245.9772571325302,1.0
606,467.8686055392027,272.5452687740326,0.9999996423721313,420.59299594163895,215.56099772453308,0.9999991655349731,387.48814487457275,231.52077507972717,0.999972939491272,439.6289167404175,233.58172130584717,0.09161347150802612,418.37463986873627,246.71880841255188,1.0
607,467.6688703596592,273.893257856369,0.9999997615814209,420.883337020874,216.54629373550415,0.9999988079071045,387.684591114521,232.3658685684204,0.9999598264694214,440.78523111343384,232.32411766052246,0.05808476358652115,418.7225983142853,247.5931978225708,1.0
608,467.4384785294533,275.58590480685234,0.9999998807907104,421.1551231145859,217.4344916343689,0.9999990463256836,387.87602154910564,233.18129301071167,0.999948263168335,440.50235652923584,232.781325340271,0.07023648172616959,418.87822246551514,248.4523367881775,1.0
609,467.32911521196365,277.3725391626358,0.9999998807907104,421.5284684896469,218.4458841085434,0.9999990463256836,387.58799359202385,233.87677788734436,0.9999617338180542,440.1252603530884,233.07296085357666,0.07549689710140228,418.9976204633713,249.27064895629883,1.0
610,467.3738481402397,279.2074749469757,0.9999998807907104,421.61297500133514,219.17448699474335,0.9999991655349731,387.74621775746346,234.62047719955444,0.9999687671661377,439.89882016181946,233.6344928741455,0.07405140995979309,419.3404741883278,250.53243041038513,1.0
611,467.6436030268669,280.42221784591675,0.9999995231628418,421.7004129886627,219.98581827804446,0.9999990463256836,387.9135675802827,235.77481524646282,0.9999778270721436,439.67904782295227,234.30404567718506,0.042015139013528824,419.35033106803894,251.68993464112282,1.0
612,468.08814706653357,281.2037124633789,0.9999995231628418,421.5637903213501,221.00451159477234,0.9999990463256836,388.32191675901413,236.79251831769943,0.9999812841415405,438.9841892719269,234.9409818649292,0.019414393231272697,419.6907688677311,252.81791424751282,1.0
613,468.21195597946644,283.01706075668335,0.9999997615814209,421.7038323879242,222.04254007339478,0.9999988079071045,388.8381168246269,238.00271129608154,0.9999819993972778,441.5033960342407,241.78525257110596,0.02570420503616333,419.8672366589308,254.1422131061554,1.0
614,468.4048681855202,283.977627851069,0.9999997615814209,422.0357835292816,222.97185683250427,0.9999983310699463,389.0610657930374,239.1003496646881,0.9999805688858032,440.9895043373108,243.0530667901039,0.041140370070934296,419.92535845935345,255.49198603630066,1.0
615,468.0584641583264,285.24385046958923,0.9999997615814209,421.6403750181198,223.59861278533936,0.9999985694885254,389.5836030244827,240.04645013809204,0.9999738931655884,441.30194187164307,242.87966060638428,0.046018198132514954,419.8978910446167,256.4832262992859,1.0
616,468.3017403781414,286.38340997695923,0.9999997615814209,421.5634958744049,224.4918463230133,0.9999992847442627,389.247799038887,241.03094124794006,0.9999798536300659,440.9570450782776,243.58770561218262,0.036254238337278366,420.4562748372555,258.1252248287201,1.0
617,468.73452055454254,288.01343536376953,0.9999996423721313,421.8280198574066,225.37662982940674,0.9999994039535522,389.3061126470566,241.78965950012207,0.9999840259552002,441.0578303337097,244.43426704406738,0.03526533767580986,420.38899129629135,259.2513656616211,1.0
618,468.37230828404427,289.6259379386902,0.9999998807907104,422.22845935821533,226.1967329978943,0.9999995231628418,389.3898284435272,242.4909873008728,0.9999891519546509,441.8231875896454,246.93315291404724,0.046976517885923386,420.685763835907,260.16317312419415,1.0
619,467.9419568441808,291.27723026275635,0.9999998807907104,422.6107437610626,227.15351176261902,0.9999992847442627,389.8411910533905,243.31419205665588,0.9999891519546509,442.4071650505066,248.24529933929443,0.0695970430970192,420.9571972489357,261.28026270866394,1.0
620,468.07249142974615,292.72981572151184,0.9999998807907104,422.7721257209778,228.05298384279013,0.9999992847442627,390.27193546295166,244.07438254356384,0.9999901056289673,444.2823599278927,249.07075595855713,0.039252620190382004,421.03227949142456,262.4041950702667,1.0
621,468.02947798743844,293.85198616981506,0.9999998807907104,422.917151927948,228.77427220344543,0.9999992847442627,390.60298562049866,244.6282302737236,0.9999892711639404,444.3180747926235,249.8420763015747,0.09595423936843872,421.2971204519272,263.45274925231934,1.0
622,468.0580159537494,295.22740864753723,0.9999997615814209,423.5511882305145,229.91445982456207,0.9999985694885254,390.87085914611816,245.17809545993805,0.9999881982803345,444.4663334786892,250.23644924163818,0.10817407816648483,421.47224140167236,264.3214964866638,1.0
623,468.22240625321865,296.9883232116699,0.9999994039535522,424.0997726917267,230.87523984909058,0.9999983310699463,391.25125002861023,245.62553894519806,0.999984860420227,444.3800446987152,250.6890697479248,0.10834704339504242,421.8186126947403,265.2653489112854,1.0
624,468.58030366897583,297.47216868400574,0.9999996423721313,424.45734548568726,231.85969161987305,0.9999980926513672,391.29937839508057,246.5097963809967,0.9999799728393555,444.15812170505524,251.06624603271484,0.0871446505188942,422.5347230434418,267.3269804120064,1.0
625,468.2653689980507,298.42973816394806,0.9999997615814209,424.6561987400055,232.654541015625,0.9999971389770508,391.492134809494,247.26473093032837,0.9999768733978271,443.75485280156136,251.59255599975586,0.06445450335741043,422.6390337944031,268.2187347561121,1.0
626,468.3374535739422,299.63077279925346,0.9999997615814209,424.9220871925354,233.53596591949463,0.9999953508377075,391.6712694168091,247.99924230575562,0.9999643564224243,444.95465660095215,255.7101604938507,0.08241726458072662,422.8277814388275,269.4243013858795,1.0
627,468.3513886630535,300.55441105365753,0.9999997615814209,425.06645822525024,233.76955842971802,0.999996542930603,391.66427302360535,249.7819459438324,0.9999545812606812,445.3267431259155,256.9849510192871,0.1543147712945938,422.6867651939392,270.5646438598633,1.0
628,468.30554151535034,301.5216804742813,0.9999997615814209,425.226927280426,234.53322410583496,0.9999970197677612,391.9407033920288,250.55644929409027,0.9999570846557617,445.5756278038025,257.72330236434937,0.13446614146232605,422.65431356430054,271.5931804180145,1.0
629,468.4923537671566,302.47564697265625,0.9999997615814209,425.44494104385376,235.36128622293472,0.9999973773956299,391.9815983772278,251.29708969593048,0.9999631643295288,446.1157350540161,258.58889722824097,0.15821115672588348,422.8510711193085,272.77528953552246,1.0
630,468.64390778541565,303.5266306400299,0.9999996423721313,425.69155406951904,235.93942684307694,0.999997615814209,392.09311628341675,251.9887116132304,0.9999685287475586,446.87422943115234,259.66821002960205,0.2743736505508423,423.1754448413849,273.9293167591095,1.0
631,468.40938302874565,304.8184497356415,0.9999997615814209,425.8060908317566,236.9334065914154,0.999997615814209,392.1930150985718,253.01431334018707,0.9999693632125854,446.3112964630127,260.8875541090965,0.36832863092422485,422.99637365341187,274.88360929489136,1.0
632,468.10040855407715,305.7859830856323,0.9999998807907104,425.9259467124939,237.71965205669403,0.9999971389770508,392.2549777030945,253.77226126194,0.9999675750732422,446.4215545654297,261.521488070488,0.5454849600791931,422.84375071525574,275.4702454805374,1.0
633,467.9865540973842,306.66246724128723,0.9999998807907104,426.1188269853592,237.7978391647339,0.999996542930603,392.2300925254822,254.21204900741577,0.9999611377716064,446.72449016571045,262.25214314460754,0.48478707671165466,422.79605650901794,276.15257465839386,1.0
634,467.9718167167157,307.2999099493027,0.9999998807907104,426.143954873085,238.56043004989624,0.9999972581863403,392.28251361846924,254.92271494865417,0.9999498128890991,446.61295795440674,262.6705319881439,0.4299832284450531,422.6016504764557,276.7700959444046,1.0
635,467.90366423875093,308.04152062162757,0.9999998807907104,426.51795637607574,238.9317011833191,0.9999977350234985,392.38997745513916,255.22684407234192,0.999946117401123,446.7955951690674,263.2427062988281,0.4919637143611908,422.70390725135803,277.23947298526764,1.0
636,467.8758795708418,308.51495337486267,0.9999998807907104,426.57018983364105,239.53325605392456,0.9999980926513672,391.8591465950012,256.16322016716003,0.9999597072601318,446.6316547393799,263.3158142566681,0.3974542021751404,422.7601988315582,277.6357510089874,1.0
637,468.0023674014956,308.7358450293541,0.9999998807907104,426.52472591400146,240.05035305023193,0.9999985694885254,391.71811962127686,256.3123354911804,0.9999674558639526,446.57839584350586,263.4731214046478,0.32163485884666443,422.7918040752411,278.02315878868103,1.0
638,467.9493489153683,309.165274977684,0.9999998807907104,426.57282614707947,240.8537998199463,0.999998927116394,391.88732051849365,256.8970317840576,0.9999691247940063,446.55259895324707,263.6452012062073,0.290731817483902,422.69423055648804,278.324871301651,1.0
639,467.99156878329813,309.26657831668854,0.9999998807907104,426.4551913738251,241.29302597045898,0.9999990463256836,391.812029838562,257.2417733669281,0.9999738931655884,446.2633662223816,263.4972474575043,0.1878838688135147,422.5996525287628,278.3431646823883,1.0
640,467.9333198964596,309.47654390335083,0.9999997615814209,426.3385146856308,241.9465298652649,0.9999991655349731,391.68344140052795,257.6492238044739,0.9999798536300659,446.15701627731323,263.8013598918915,0.21331879496574402,422.52307391166687,278.7747769355774,1.0
641,468.05629567429423,309.55306899547577,0.9999998807907104,426.1119816303253,241.9642584323883,0.9999991655349731,391.4742181301117,257.86143612861633,0.9999814033508301,445.98842430114746,263.7718346118927,0.16777625679969788,422.37742161750793,278.91094851493835,1.0
642,468.08231403678656,309.50565910339355,0.9999998807907104,426.04473757743835,242.37381541728973,0.9999991655349731,391.36197781562805,258.2308793067932,0.9999834299087524,445.8128924369812,263.983167886734,0.18922050297260284,422.29827404022217,279.2665345668793,1.0
643,467.9719611611217,309.9083811044693,0.9999997615814209,425.7909858226776,242.3511062860489,0.9999991655349731,391.2497193813324,258.30566108226776,0.999985933303833,445.71835708618164,264.1108660697937,0.20281922817230225,422.2934219837189,279.2821340560913,1.0
644,467.90392657369375,310.1133785247803,0.9999997615814209,425.6101715564728,242.49780666828156,0.9999991655349731,391.01883125305176,258.49090600013733,0.9999885559082031,445.5958642959595,264.226469039917,0.167059987783432,421.9266189336777,279.55699920654297,1.0
645,467.29114627838135,310.3398835659027,0.9999997615814209,425.4521608352661,242.53780603408813,0.9999991655349731,390.75307178497314,258.638307929039,0.9999891519546509,445.54235315322876,264.53483390808105,0.16868264973163605,421.74717366695404,279.765677690506,1.0
646,466.84438240528107,310.6874620914459,0.9999997615814209,425.3405029773712,242.56530737876892,0.9999990463256836,390.4670720100403,258.68600702285767,0.9999896287918091,445.30873012542725,264.6312756538391,0.23591911792755127,421.34658694267273,280.17937660217285,1.0
647,466.18925416469574,310.7764320373535,0.9999996423721313,425.25253319740295,242.60437440872192,0.999998927116394,390.3713958263397,258.60520923137665,0.9999901056289673,445.0739107131958,264.5823655128479,0.33868569135665894,421.02636659145355,279.9099543094635,1.0
648,465.5003445148468,311.1508889198303,0.9999994039535522,425.1980493068695,242.61244583129883,0.999998927116394,390.05085349082947,258.4712618589401,0.9999904632568359,444.94850063323975,264.6960687637329,0.3977375626564026,420.9144526720047,279.9087688922882,1.0
649,465.017831325531,310.952752828598,0.9999992847442627,424.9806513786316,242.64310383796692,0.9999988079071045,389.9604688882828,258.22392976284027,0.9999912977218628,444.6715364456177,264.6913995742798,0.4329855442047119,420.0126233380288,279.71482825279236,1.0
650,464.4560658931732,311.0546157360077,0.9999990463256836,424.90179085731506,242.54355227947235,0.9999988079071045,389.3477259874344,257.9921655654907,0.9999918937683105,444.6301951408386,264.79329442977905,0.43708181381225586,419.8973645269871,279.72773456573486,1.0
651,463.85955476760864,311.23571372032166,0.9999985694885254,424.78002095222473,242.65887713432312,0.9999988079071045,389.38442599773407,257.83059668540955,0.9999916553497314,444.466347694397,265.02671909332275,0.510241687297821,419.38994938135147,279.22527050971985,1.0
652,463.38287019729614,310.661509513855,0.9999986886978149,424.48323941230774,242.37613129615784,0.9999985694885254,388.84786504507065,257.6400902271271,0.9999909400939941,444.1155323982239,264.9883198738098,0.6799250841140747,418.6282813549042,279.3215618133545,1.0
653,462.73016595840454,310.74920749664307,0.999998927116394,424.4185571670532,242.32423877716064,0.9999983310699463,388.61577451229095,257.3526530265808,0.9999885559082031,443.77223014831543,264.87001037597656,0.7255091667175293,418.32797157764435,279.1652762889862,1.0
654,461.9309846162796,310.59738326072693,0.9999991655349731,423.99184465408325,242.1639209985733,0.9999982118606567,388.3684030175209,257.02174830436707,0.9999881982803345,443.49372750520706,267.1100424528122,0.7444251179695129,417.53539276123047,278.88056921958923,1.0
655,461.12788569927216,310.19971537590027,0.9999994039535522,423.9887342453003,242.05175507068634,0.9999980926513672,388.04423543810844,256.59157729148865,0.9999839067459106,443.0168804526329,266.6888179779053,0.7522823810577393,417.33601236343384,278.76032519340515,1.0
656,460.5135628581047,309.99346935749054,0.9999995231628418,423.8093481063843,241.71752095222473,0.9999983310699463,387.8516025841236,255.82765650749207,0.9999858140945435,442.8480372428894,266.49945640563965,0.8015256524085999,416.76505041122437,278.40796160697937,1.0
657,459.7454292178154,309.4484168291092,0.9999996423721313,423.4744551181793,241.43806409835815,0.9999984502792358,387.2625426054001,255.58661723136902,0.9999866485595703,442.49425542354584,265.96502780914307,0.8691773414611816,416.12789249420166,278.03066182136536,1.0
658,458.87134170532227,309.0284833908081,0.9999997615814209,423.2728922367096,241.03975176811218,0.9999985694885254,386.8864005804062,255.08175802230835,0.9999884366989136,442.190425992012,265.576491355896,0.9074580073356628,415.5511121749878,277.7324903011322,1.0
659,457.83651423454285,308.4372147023678,0.9999996423721313,423.1216125488281,240.64658737182617,0.9999985694885254,386.3728446960449,254.84196758270264,0.9999889135360718,441.8935079574585,265.1036608219147,0.9158183932304382,415.0544135570526,277.29870569705963,1.0
660,456.8663547039032,307.81159499287605,0.9999995231628418,422.96851348876953,240.29945278167725,0.9999984502792358,385.9714596271515,254.32231068611145,0.9999892711639404,441.44649863243103,264.45952010154724,0.9425456523895264,414.75205159187317,276.7501674890518,1.0
661,456.3241991996765,307.39247900247574,0.9999995231628418,422.65467166900635,239.92648601531982,0.9999984502792358,385.6550130844116,253.75603425502777,0.9999909400939941,441.03300881385803,263.907751083374,0.979564905166626,413.79543244838715,276.10016345232725,1.0
662,455.567257642746,306.9320044517517,0.9999997615814209,422.3837263584137,239.4262900352478,0.9999979734420776,384.89737915992737,253.0428388118744,0.9999905824661255,440.50728249549866,263.1506814956665,0.9912858605384827,413.1351692676544,275.7000781297684,1.0
663,454.7455368041992,306.1082684993744,0.9999998807907104,422.6678385734558,238.76565647125244,0.9999971389770508,384.2519619464874,252.45460426807404,0.9999898672103882,439.69453525543213,262.2988004684448,0.9905875325202942,412.44631388783455,274.8787603378296,1.0
664,453.88002932071686,305.7174582481384,0.9999998807907104,422.3162431716919,238.20282292366028,0.9999977350234985,383.5384564399719,251.99741606856696,0.9999866485595703,438.9648404121399,261.53270196914673,0.989926815032959,411.5151460468769,274.0583276748657,1.0
665,452.8842113018036,304.90163350105286,0.9999998807907104,422.0762848854065,237.82120180130005,0.9999978542327881,383.08649492263794,251.24857860803604,0.9999797344207764,438.46478366851807,260.8934736251831,0.991583526134491,410.7220972776413,272.39526414871216,1.0
666,451.8250070810318,304.6120443344116,0.9999998807907104,421.68549740314484,237.4114726781845,0.9999982118606567,382.4530143737793,250.33597946166992,0.999966025352478,438.33545303344727,260.55371618270874,0.992027223110199,409.82404708862305,271.4157316684723,1.0
667,450.8948563337326,303.4612262248993,0.9999997615814209,421.45978033542633,236.98853409290314,0.9999984502792358,382.3996877670288,248.54451847076416,0.9999679327011108,437.82617461681366,259.42061084508896,0.996928870677948,408.5209641456604,270.79973793029785,1.0
668,450.0978373289108,302.79601287841797,0.9999997615814209,421.1641877889633,236.71149080991745,0.9999983310699463,381.7974100112915,247.73565769195557,0.9999780654907227,437.26868546009064,258.7903616428375,0.9979992508888245,407.6479127407074,269.8594926595688,1.0
669,449.1334614753723,302.2292289733887,0.9999997615814209,420.75885462760925,236.390760242939,0.9999982118606567,380.9805645942688,247.11145496368408,0.9999831914901733,436.7901723384857,258.557807803154,0.9989928603172302,407.05962681770325,268.9146317243576,1.0
670,447.8406162261963,301.7122962474823,0.9999995231628418,420.4269604384899,236.13895639777184,0.9999980926513672,380.3371024429798,246.60452151298523,0.9999866485595703,436.52834463119507,258.43578839302063,0.9991739392280579,406.50886702537537,268.34957295656204,1.0
671,446.79308795928955,300.9264290332794,0.999998927116394,420.1234009489417,235.88005728274584,0.9999980926513672,379.6980257332325,245.79869520664215,0.9999887943267822,436.07914381474257,258.2237466573715,0.9994974136352539,405.4128270149231,266.87790632247925,1.0
672,445.9533666372299,300.32120248675346,0.9999977350234985,419.7611344009638,235.6676608622074,0.9999978542327881,378.9293044805527,245.077410697937,0.9999890327453613,435.5667328238487,257.7521023750305,0.999715268611908,404.57074266672134,266.1352152824402,1.0
673,445.0858471393585,299.4924772977829,0.999997615814209,419.1718668937683,235.23697704076767,0.9999974966049194,378.12651014328003,244.43844512104988,0.9999880790710449,435.10027092695236,257.2609429359436,0.9997666478157043,403.835524559021,265.3471155166626,1.0
674,443.3298227787018,298.2054703235626,0.9999969005584717,418.73956406116486,234.65046334266663,0.9999971389770508,377.32644414901733,243.6726278066635,0.9999860525131226,434.3258510828018,256.4197006225586,0.9997575879096985,402.76021778583527,264.4834804534912,1.0
675,442.1287268400192,297.56206703186035,0.9999970197677612,418.3312473297119,234.13326513767242,0.9999964237213135,376.2738938331604,242.64579129219055,0.9999871253967285,433.76989483833313,255.66066551208496,0.9998846054077148,401.64354705810547,263.7685441970825,1.0
