scorer,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000
bodyparts,nose,nose,nose,l_ear,l_ear,l_ear,r_ear,r_ear,r_ear,l_eye,l_eye,l_eye,r_eye,r_eye,r_eye
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
653,238.38803148269653,229.17554330825806,1.0,267.07651752233505,285.6654204130173,0.999997615814209,309.9164973497391,267.0179690718651,0.9999990463256836,251.70421838760376,267.5823455154896,1.0,284.8584868311882,246.84015822410583,1.0
654,239.01112055778503,228.81029176712036,1.0,267.3668425679207,285.6660933494568,0.9999971389770508,310.3115622997284,267.01325327157974,0.9999986886978149,251.5169496536255,267.52467596530914,1.0,285.31813740730286,246.84923338890076,1.0
655,239.9740970134735,228.70546621084213,1.0,267.7408244907856,285.7794314622879,0.9999961853027344,310.5952970981598,267.1314059495926,0.9999988079071045,252.12082350999117,267.65200355648994,1.0,286.16830348968506,246.99300742149353,1.0
656,240.87343215942383,228.53229516744614,1.0,268.23630487918854,285.84884560108185,0.9999960660934448,310.8372526168823,267.38199841976166,0.9999988079071045,252.47092139720917,267.319454908371,1.0,286.7292859554291,246.90827870368958,1.0
657,241.05128407478333,227.94436050578952,1.0,268.279887765646,285.49118423461914,0.9999966621398926,311.2226941585541,267.70210418105125,0.9999990463256836,252.9588816165924,267.1153393983841,1.0,287.6787350177765,246.97828221321106,1.0
658,241.90505290031433,227.65678426623344,1.0,268.5941005349159,285.6654415130615,0.9999971389770508,311.70812463760376,267.8771832436323,0.9999988079071045,253.13131022453308,266.8327612876892,1.0,288.415554523468,247.251957654953,1.0
659,243.0585760474205,227.34886491298676,1.0,269.2070630788803,285.71008110046387,0.9999963045120239,312.1879234313965,267.8923154696822,0.9999982118606567,253.42765510082245,266.74597680568695,1.0,289.1172032356262,247.27624988555908,1.0
660,244.0581623762846,227.14081543684006,1.0,270.086177110672,286.0472435951233,0.9999933242797852,312.76386404037476,268.1098734289408,0.9999969005584717,254.05565762519836,266.74235558509827,1.0,289.97866106033325,247.20690512657166,1.0
661,245.36614644527435,227.02943801879883,1.0,270.43326330184937,285.9289139509201,0.9999940395355225,313.47365522384644,268.46038711071014,0.9999947547912598,254.6643455028534,266.5938506126404,1.0,291.33779096603394,247.44143748283386,1.0
662,246.44983172416687,226.8358017206192,1.0,271.361980676651,285.8072370290756,0.9999810457229614,314.06451749801636,268.7782611846924,0.9999899864196777,255.67342901229858,266.50546872615814,1.0,292.1825978308916,247.87094640731812,1.0
663,248.1517300605774,226.91557550430298,1.0,271.6660499572754,285.6663669347763,0.9999821186065674,314.7214140892029,268.8940013051033,0.9999918937683105,257.08036041259766,266.8294997215271,1.0,292.9417161345482,247.99831199645996,1.0
664,249.4438750743866,226.4723403453827,1.0,271.2008423805237,285.9278312921524,0.9999796152114868,315.11006754636765,269.10968589782715,0.9999929666519165,257.72821497917175,266.22612476348877,1.0,293.5031143426895,248.09108448028564,1.0
665,250.43379926681519,226.28329992294312,1.0,271.94462633132935,286.1776022911072,0.9999828338623047,315.8578530848026,269.39715468883514,0.9999934434890747,258.2215156555176,265.9064531326294,1.0,294.4367516040802,248.22327423095703,1.0
666,251.5249428153038,226.2584902048111,1.0,272.1436743736267,286.2605984210968,0.9999924898147583,316.58512020111084,269.67877304553986,0.9999951124191284,259.1562622785568,265.868510723114,1.0,295.2423105239868,248.3142490386963,1.0
667,252.90693736076355,226.19998836517334,1.0,272.8627245426178,286.2571985721588,0.9999935626983643,317.2095696926117,269.9187875986099,0.9999940395355225,260.71209436655045,266.37012910842896,1.0,296.05026054382324,248.5139946937561,1.0
668,254.49573945999146,226.3048654794693,1.0,273.71521043777466,286.22340846061707,0.9999971389770508,317.9831392765045,270.36350655555725,0.999992847442627,261.8564454317093,266.0628890991211,1.0,296.71185302734375,248.4525442123413,1.0
669,255.6655809879303,225.79896473884583,0.9999998807907104,274.39176774024963,285.98095667362213,0.9999983310699463,318.88401460647583,270.6696174144745,0.9999915361404419,262.2538950443268,265.5473961830139,1.0,297.68354988098145,248.1664228439331,1.0
670,256.675443649292,225.0859079360962,1.0,274.97036147117615,285.9335643053055,0.999998927116394,319.7161703109741,271.1517376899719,0.9999889135360718,262.93841075897217,264.90695333480835,1.0,299.15667790174484,248.2534098625183,1.0
671,258.5245985984802,224.67717456817627,1.0,275.6347154676914,285.8148684501648,0.9999990463256836,320.53952980041504,270.8432869911194,0.9999866485595703,263.4786727428436,264.3483352661133,1.0,300.5520088672638,248.63775205612183,1.0
672,259.914897762239,224.20777130126953,1.0,276.02024579420686,286.0161898136139,0.9999992847442627,321.1795229911804,271.54485273361206,0.9999924898147583,265.12701511383057,264.08684825897217,1.0,301.41685605049133,248.97098302841187,1.0
673,261.622505068779,223.65064215660095,1.0,276.7571135163307,285.92313969135284,0.9999991655349731,322.0625058412552,271.91468572616577,0.9999948740005493,265.70309925079346,263.5138919353485,1.0,302.60140347480774,248.95587968826294,1.0
674,263.2903935909271,223.3888556957245,1.0,276.9439731836319,285.8783084154129,0.9999995231628418,322.8473424911499,272.35252952575684,0.9999974966049194,265.6254634857178,263.0982885360718,1.0,303.8072214126587,249.37617874145508,1.0
675,265.31554985046387,222.8616394996643,0.9999998807907104,277.5180320739746,285.98972845077515,0.9999996423721313,323.67778769135475,272.8265006542206,0.9999979734420776,267.5427165031433,263.14148569107056,1.0,305.13392424583435,249.99448585510254,1.0
676,267.3785547018051,222.49410939216614,0.9999998807907104,278.0268614292145,285.7453924417496,0.9999995231628418,324.47943583130836,273.18701910972595,0.9999983310699463,268.2032517641783,262.7842824459076,1.0,306.3859398365021,250.16652250289917,1.0
677,268.76641070842743,222.55512380599976,0.9999998807907104,278.61166167259216,285.5856544971466,0.9999994039535522,325.12564432621,273.2886939048767,0.9999979734420776,268.8119152188301,262.09530329704285,1.0,307.1727048754692,250.3064947128296,1.0
678,270.1744530200958,222.59831762313843,1.0,279.12886595726013,285.3487499952316,0.9999994039535522,325.8223558664322,273.7062542438507,0.9999974966049194,269.5994871854782,262.02182030677795,1.0,308.2461192160845,250.37317323684692,1.0
679,271.65693521499634,222.59264278411865,1.0,279.4845907688141,285.3333159685135,0.9999994039535522,326.50489258766174,274.012130856514,0.9999974966049194,270.824893951416,261.9590871334076,1.0,309.28186798095703,250.86157608032227,1.0
680,273.3532745838165,221.97789347171783,1.0,279.97045040130615,284.86249881982803,0.9999995231628418,327.111540555954,274.2341831922531,0.9999977350234985,271.9140770435333,261.70959651470184,1.0,310.45723056793213,250.85940027236938,1.0
681,275.0869325399399,221.6041957139969,1.0,280.4611325263977,284.73876613378525,0.9999992847442627,327.7680997848511,274.7801995277405,0.9999971389770508,272.84234523773193,261.1585134267807,1.0,311.8860812187195,251.49728870391846,1.0
682,276.4514544904232,221.27087247371674,1.0,280.9229745864868,284.49120557308197,0.9999988079071045,328.38073682785034,275.51391768455505,0.9999973773956299,273.90430212020874,260.96258014440536,1.0,313.15674233436584,251.92436027526855,1.0
683,277.8777358531952,220.9727681875229,1.0,281.29587745666504,284.3599824011326,0.9999982118606567,329.49473690986633,275.9151886180043,0.9999982118606567,274.93000316619873,260.8548730611801,1.0,314.38053345680237,251.66630792617798,1.0
684,279.50768637657166,220.23842507600784,1.0,281.449595451355,284.333442568779,0.9999961853027344,330.5279405117035,275.7937808930874,0.9999985694885254,276.526340007782,260.4704266190529,1.0,315.65650564432144,251.3005805015564,1.0
685,281.0555844306946,219.8298002332449,1.0,281.8449785709381,284.1950021237135,0.9999974966049194,331.4890158176422,275.86985759437084,0.9999992847442627,277.5917658805847,260.22190856933594,1.0,316.5066896677017,251.58788299560547,1.0
686,282.7272090911865,219.06667006015778,1.0,281.95595622062683,283.80807833373547,0.9999982118606567,332.16195373237133,276.1242900490761,0.9999992847442627,278.3534028530121,259.8737685382366,1.0,317.53609931468964,251.87236166000366,1.0
687,284.17695911228657,219.20516562461853,1.0,282.26393842697144,283.46825098991394,0.9999985694885254,332.7727947831154,276.3667730987072,0.9999992847442627,278.97121143341064,259.50997111201286,1.0,317.92989456653595,252.10765750706196,1.0
688,285.7558397054672,218.93580150604248,1.0,282.5499360561371,283.1515415906906,0.9999988079071045,333.289671421051,276.5698221921921,0.9999991655349731,280.08628845214844,258.7955701351166,1.0,318.9553151130676,251.9098955988884,1.0
689,286.9657471179962,218.68060338497162,1.0,282.8449629545212,283.08922350406647,0.9999991655349731,334.0837571620941,276.8402299284935,0.9999990463256836,280.93637466430664,258.351544380188,1.0,320.3179450035095,251.71571996808052,1.0
690,288.24326181411743,218.5520590543747,1.0,283.1359023451805,282.8588911294937,0.9999990463256836,334.69605898857117,277.16949331760406,0.9999986886978149,281.9182753562927,257.8851616382599,1.0,321.02814626693726,251.7103410065174,1.0
691,289.87844371795654,218.25226068496704,1.0,283.6163595020771,282.59815192222595,0.9999990463256836,335.26468873023987,277.3200330734253,0.9999982118606567,283.1599097251892,257.52373027801514,1.0,321.7155261039734,251.732579767704,1.0
692,291.2018819451332,217.85013437271118,1.0,284.1319350898266,282.5013198852539,0.9999994039535522,335.89866304397583,277.27297246456146,0.9999978542327881,283.5020141303539,257.80853939056396,1.0,322.4076256752014,251.62563902139664,1.0
693,292.46971476078033,217.2933487892151,1.0,284.3111951351166,282.19638776779175,0.9999995231628418,336.6906599998474,277.12779128551483,0.9999970197677612,283.9434120208025,257.7024688720703,1.0,323.1492886543274,251.50864866375923,1.0
694,294.26119899749756,216.94207191467285,1.0,284.8226791024208,281.76310873031616,0.9999997615814209,337.3561248779297,276.8196632862091,0.9999951124191284,284.7956722378731,257.4107871055603,1.0,324.0726632922888,252.38432377576828,1.0
695,295.6442198753357,216.6833119392395,1.0,285.2136969566345,281.4158682823181,0.9999997615814209,337.854909658432,276.80338555574417,0.9999960660934448,285.5378940105438,256.99581956863403,1.0,325.09421360492706,252.45418083667755,1.0
696,296.83080291748047,216.46488857269287,1.0,285.55653154850006,281.0745496749878,0.9999997615814209,338.49418687820435,276.8760759830475,0.9999964237213135,286.37604665756226,256.7033839225769,1.0,326.18334460258484,252.49077686667442,1.0
697,298.6184912919998,216.44953632354736,1.0,285.8965320587158,280.5601143836975,0.9999998807907104,338.9935450553894,276.80687975883484,0.9999970197677612,287.1101212501526,256.01227951049805,1.0,326.7224643230438,252.2465470135212,1.0
698,299.9743692148477,215.7172622680664,1.0,286.22267603874207,280.1811180114746,0.9999998807907104,339.5760595202446,276.65355294942856,0.999997615814209,287.6905210018158,255.3672158718109,1.0,327.6308298110962,252.32244047522545,1.0
699,301.06335401535034,215.34147906303406,1.0,286.7457115650177,279.93503499031067,0.9999997615814209,340.1989149749279,276.4871734082699,0.9999982118606567,288.74501037597656,254.73041033744812,1.0,328.56804037094116,252.48866590857506,1.0
700,302.3554928302765,214.9687798023224,1.0,287.55592250823975,279.6642999649048,0.9999997615814209,340.7448301911354,276.36818835139275,0.9999985694885254,289.345995426178,254.3769176006317,1.0,329.6806483268738,251.94803857803345,1.0
701,303.83095812797546,214.81975841522217,1.0,288.20531725883484,279.4174370765686,0.9999996423721313,341.0237432718277,276.133380189538,0.9999982118606567,290.412549495697,254.07306361198425,1.0,330.5681571960449,251.68996810913086,1.0
702,305.0038537979126,214.6168417930603,1.0,288.68897891044617,279.0276429653168,0.9999998807907104,342.0699574947357,276.06433241069317,0.9999983310699463,291.1745672225952,253.6753113269806,1.0,331.80318853259087,251.9595971107483,1.0
703,306.71049213409424,213.92068016529083,1.0,289.0982894897461,278.431339263916,0.9999998807907104,343.02528142929077,276.33938217163086,0.9999982118606567,291.7306825220585,253.11478471755981,1.0,332.8144711256027,251.87630033493042,1.0
704,307.80486872792244,213.62085366249084,1.0,289.63628578186035,278.06208205223083,1.0,343.6232280731201,276.2215435653925,0.9999977350234985,292.57252007722855,252.56708151102066,1.0,333.6705275774002,251.74649572372437,1.0
705,308.6102182865143,213.0335819721222,1.0,290.0203071832657,277.6892683506012,1.0,344.2748477458954,276.3111826181412,0.9999974966049194,293.34318029880524,252.17838668823242,1.0,334.372887134552,251.35861730575562,1.0
706,310.0426256656647,212.8251030445099,1.0,290.384201169014,277.3900431394577,1.0,344.90754199028015,276.36592233181,0.9999986886978149,294.7733759880066,251.50213718414307,1.0,334.9987835884094,251.31219482421875,1.0
707,311.2813878059387,212.6036570072174,1.0,291.0616240501404,277.22924733161926,1.0,345.39721155166626,276.39142775535583,0.9999988079071045,295.53680896759033,251.1874361038208,1.0,335.8644132614136,251.2265543937683,1.0
708,312.26136207580566,212.08731535077095,1.0,291.6947493851185,277.1625485420227,1.0,345.87261629104614,276.5261870622635,0.9999984502792358,296.4451017379761,250.59974336624146,1.0,336.5859296321869,251.38269710540771,1.0
709,313.14452743530273,211.743339240551,1.0,291.98767731897533,276.8324621319771,1.0,346.44912457466125,276.5152324438095,0.999998927116394,297.2910966873169,250.20911312103271,1.0,337.33629631996155,251.52969408035278,1.0
710,314.636115193367,211.3572080731392,1.0,292.50088226795197,276.6647878885269,1.0,347.2246360182762,276.5841979980469,0.9999988079071045,297.90904569625854,249.96644735336304,1.0,338.1048597097397,251.12165069580078,1.0
711,315.5323542058468,211.11406755447388,1.0,292.9889838695526,276.1501668840647,1.0,347.8977799862623,276.267785012722,0.999998927116394,298.49282932281494,249.5683331489563,1.0,338.4773094654083,251.1971960067749,1.0
712,316.43346124887466,211.15223467350006,1.0,293.5484571456909,276.0556113682687,1.0,348.42571371793747,276.0256254542619,0.9999988079071045,299.18934404850006,249.52498531341553,1.0,339.1171045303345,251.10754537582397,1.0
713,317.0567983388901,210.95392107963562,1.0,293.97727501392365,275.710111618042,1.0,349.12444746494293,275.906182333827,0.9999991655349731,299.912152081728,249.3605809211731,1.0,339.755888402462,250.8633108139038,1.0
714,317.5431435108185,210.75076639652252,1.0,294.5144350528717,275.6376946568489,1.0,349.81350660324097,276.0728317499161,0.999998927116394,300.9807776212692,248.7645778656006,1.0,340.6388746500015,250.88274955749512,1.0
715,318.38795375823975,210.45810425281525,1.0,295.0329587459564,275.5073697268963,1.0,350.61825251579285,276.29371735453606,0.9999986886978149,301.4589034318924,248.7691674232483,1.0,341.2528957128525,250.60698318481445,1.0
716,319.46799516677856,210.2908124923706,1.0,295.7377610206604,275.34908163547516,1.0,351.43386936187744,276.38050815463066,0.9999984502792358,302.09490871429443,248.62459182739258,1.0,342.02611327171326,250.48998355865479,1.0
717,320.1474189758301,210.22031664848328,1.0,296.40011501312256,275.2025554180145,0.9999998807907104,351.85345482826233,276.4568738043308,0.9999982118606567,302.76324367523193,248.4991226196289,1.0,342.5090606212616,250.4149613380432,1.0
718,320.8957304954529,210.19830346107483,1.0,296.89849948883057,275.11848390102386,0.9999997615814209,352.5306830406189,276.5410672426224,0.9999970197677612,303.2104871273041,248.61391735076904,1.0,343.08083844184875,250.29850339889526,1.0
719,321.06397795677185,209.57228326797485,1.0,297.06861758232117,275.1351293325424,0.9999997615814209,352.8850429058075,276.5199244618416,0.9999942779541016,303.68266129493713,248.5662784576416,1.0,344.00653553009033,250.2644772529602,1.0
720,322.00365018844604,209.3785696029663,1.0,297.7146580219269,274.9828758239746,0.9999998807907104,353.36224365234375,276.75675654411316,0.9999953508377075,304.22382831573486,248.65814638137817,1.0,344.7847390174866,250.24763774871826,1.0
721,322.86722338199615,209.4637951850891,1.0,298.2461792230606,275.0737335681915,0.9999998807907104,353.7809908390045,276.7340966463089,0.9999953508377075,304.7680735588074,248.6930956840515,1.0,345.2708902359009,250.32897090911865,1.0
722,323.72851490974426,209.0518355369568,1.0,299.0522274374962,275.1089295744896,0.9999997615814209,354.27004063129425,276.91628509759903,0.9999948740005493,305.724280834198,248.94669103622437,1.0,345.7426028251648,250.24438667297363,1.0
723,324.47993901371956,208.9885926246643,1.0,299.8941281363368,274.9173243045807,0.9999998807907104,354.82706105709076,276.9567000865936,0.9999961853027344,306.54058027267456,248.95316410064697,1.0,346.5418825149536,250.59323740005493,1.0
724,325.5088520050049,209.02962636947632,1.0,300.4170945286751,274.8237462043762,0.9999998807907104,355.46595162153244,276.7844763994217,0.999997615814209,306.97502183914185,248.41989707946777,1.0,346.9410915374756,250.84315490722656,1.0
725,326.5318374633789,208.4697208404541,1.0,300.8628628849983,274.70158779621124,0.9999998807907104,355.93366468697786,276.57545083761215,0.9999979734420776,307.8105183839798,248.43105030059814,1.0,347.56184098124504,250.57866191864014,1.0
726,327.42621207237244,208.33090019226074,1.0,301.35087072849274,274.78277480602264,0.9999998807907104,356.58426278829575,276.92346197366714,0.9999977350234985,308.3884827196598,248.552020072937,1.0,348.3726263344288,250.8729009628296,1.0
727,328.3656873703003,208.29716396331787,1.0,301.82910203933716,274.6799656152725,0.9999998807907104,357.1511632204056,276.93590128421783,0.9999979734420776,308.90231090784073,248.59547662734985,1.0,348.9782283306122,251.04108667373657,1.0
728,329.03643321990967,208.34831047058105,1.0,302.07800793647766,274.6213606595993,0.9999998807907104,357.8203762769699,276.9973940253258,0.9999980926513672,309.410413146019,248.74873876571655,1.0,349.47803032398224,251.11134386062622,1.0
729,330.7944507598877,208.36723375320435,1.0,302.31335830688477,274.5332565307617,0.9999998807907104,358.1935167312622,276.98279345035553,0.9999982118606567,310.09089970588684,248.98762559890747,1.0,349.9532581567764,251.29352807998657,1.0
730,331.8021564632654,208.8707139492035,1.0,302.6380980014801,274.43638801574707,0.9999998807907104,358.6697669029236,277.3542288541794,0.9999982118606567,310.621857881546,248.87247228622437,1.0,350.5394775867462,251.5095477104187,1.0
731,333.1182335615158,209.42463660240173,1.0,302.97477173805237,274.30346059799194,0.9999998807907104,359.1076273918152,277.9172075986862,0.9999980926513672,311.2964780330658,248.66103315353394,1.0,351.92349076271057,251.92109218239784,1.0
732,333.8993752002716,209.71023845672607,1.0,303.48941946029663,274.2121663093567,0.9999998807907104,359.79931020736694,278.1069083213806,0.9999973773956299,312.04756212234497,248.62990808486938,1.0,352.8544421195984,252.15388271212578,1.0
733,334.864141702652,210.02868175506592,1.0,304.22917127609253,274.1036423444748,0.9999998807907104,360.6376566886902,278.50173258781433,0.9999964237213135,312.63561820983887,248.6362910270691,1.0,353.5325870513916,252.51474767923355,1.0
734,335.9434266090393,210.9165804386139,1.0,304.87408208847046,273.7023286819458,0.9999998807907104,361.24797463417053,278.5269136428833,0.9999977350234985,313.26966285705566,248.8003945350647,1.0,354.0257496833801,252.96749639511108,1.0
735,336.57076358795166,211.84307797253132,1.0,305.69072222709656,273.7944619655609,1.0,362.06039690971375,278.6658320426941,0.9999979734420776,314.1920118331909,248.98008346557617,1.0,354.69649934768677,253.19488382339478,1.0
736,337.4507465362549,212.38408637046814,1.0,306.07516396045685,273.6601333618164,0.9999998807907104,362.7274799346924,278.8212294578552,0.9999982118606567,314.6075801849365,249.18258333206177,1.0,355.22574520111084,253.44231486320496,1.0
737,338.458203792572,212.85786390304565,1.0,306.41167747974396,273.593701839447,0.9999998807907104,363.08236348629,278.8541295528412,0.9999984502792358,316.0302018336952,248.8629002571106,1.0,355.8430788964033,253.9701668024063,1.0
738,339.2681248188019,213.30069518089294,1.0,306.95098757743835,273.69101428985596,0.9999998807907104,363.23625230789185,279.217476606369,0.9999980926513672,316.9702707529068,248.70324563980103,1.0,356.56199115514755,254.12757420539856,1.0
739,340.2903687953949,213.68921661376953,1.0,307.3644689321518,273.76869797706604,0.9999998807907104,363.50855684280396,279.0864372253418,0.9999980926513672,317.66507053375244,248.82441997528076,1.0,357.20496702194214,254.62029433250427,1.0
740,340.91968470811844,214.0648193359375,1.0,307.81772658228874,273.697224855423,0.9999998807907104,363.76235984265804,279.19382667541504,0.9999977350234985,318.38953948020935,248.56011247634888,1.0,357.93923366069794,255.07893824577332,1.0
741,341.8590233325958,214.39508438110352,1.0,308.0831017792225,273.6661536693573,0.9999998807907104,364.27626407146454,279.41557574272156,0.9999978542327881,319.14258074760437,248.70668935775757,1.0,358.40418004989624,255.5657889842987,1.0
742,343.21341609954834,215.10058450698853,1.0,308.6067677140236,273.4831118583679,0.9999998807907104,364.7270513176918,279.6635856628418,0.9999973773956299,319.2597577571869,249.5253448486328,1.0,359.07181572914124,256.0187497138977,1.0
743,344.4024004936218,216.05908823013306,1.0,309.070433139801,273.6246793270111,0.9999998807907104,364.9717394709587,279.98434472084045,0.9999963045120239,320.1855034828186,249.7912573814392,1.0,359.59712743759155,256.6171064376831,1.0
744,344.9197030067444,216.5956792831421,1.0,309.68538105487823,273.5191226005554,0.9999998807907104,365.43331837654114,280.6697235107422,0.9999940395355225,320.882360458374,249.84692907333374,1.0,360.26713132858276,257.56031703948975,1.0
745,346.24606108665466,217.44132471084595,1.0,310.80816674232483,273.98719477653503,0.9999995231628418,365.9490041732788,281.20366191864014,0.9999860525131226,321.82876563072205,250.00357866287231,1.0,360.78351354599,257.8847961425781,1.0
746,347.419409096241,217.959303855896,1.0,311.4751670360565,273.9027225971222,0.9999995231628418,366.8113331794739,281.6360993385315,0.9999821186065674,322.6419280767441,250.3310546875,1.0,362.62989115715027,258.292200088501,1.0
747,349.84884107112885,218.62294471263885,1.0,312.10267066955566,273.99773836135864,0.9999990463256836,368.0214195251465,281.6822609901428,0.9999852180480957,323.6421338021755,250.609769821167,1.0,363.36606907844543,259.06175088882446,1.0
748,350.5016074180603,219.3072593808174,1.0,312.4479169845581,273.9297904968262,0.9999991655349731,368.8220171928406,282.30950355529785,0.9999909400939941,324.45153057575226,251.13236713409424,1.0,363.32741355895996,260.44701331853867,1.0
749,351.82738184928894,219.9577900543809,1.0,313.296498298645,274.16392409801483,0.9999994039535522,369.61066007614136,283.2327484488487,0.999993085861206,325.3491778373718,251.54121351242065,1.0,364.14946842193604,261.35073459148407,1.0
750,352.8103606700897,221.2834231853485,1.0,313.848016500473,274.51031744480133,0.9999991655349731,370.0186519622803,283.6970116198063,0.9999898672103882,325.87193751335144,252.1310167312622,1.0,365.7332639694214,262.08297538757324,1.0
751,353.72839307785034,222.2295365333557,1.0,314.3933119773865,274.3090298175812,0.9999990463256836,370.4720256328583,284.3034492135048,0.999990701675415,326.75323963165283,251.73086446523666,1.0,366.34303283691406,262.5140950679779,1.0
752,355.3215227127075,222.97926831245422,1.0,314.83590281009674,274.5727663040161,0.999998927116394,370.74128806591034,284.88190948963165,0.999990701675415,328.36485719680786,251.919973872602,1.0,367.3091552257538,263.0123519897461,1.0
753,356.90136754512787,223.4032576084137,1.0,315.2064346075058,274.5315123796463,0.9999986886978149,371.42784786224365,285.08454060554504,0.9999921321868896,329.05186891555786,251.7839938700199,1.0,368.2876892089844,263.54179191589355,1.0
754,358.8946268558502,224.09797477722168,1.0,315.899051964283,274.5144636631012,0.9999979734420776,371.9002951160073,285.30461037158966,0.9999929666519165,329.9320492744446,252.00728787109256,1.0,368.8353190422058,263.8552324771881,1.0
755,360.1277914047241,224.58864641189575,1.0,316.3055391907692,274.1285914182663,0.9999977350234985,373.217080116272,285.3007221221924,0.9999954700469971,331.37369537353516,252.5257489681244,1.0,369.7846894264221,264.67351770401,1.0
756,361.42816162109375,224.9086618423462,1.0,317.025359749794,274.3397607803345,0.9999977350234985,373.8724694252014,286.09374260902405,0.999994158744812,332.69197541475296,253.1823468208313,1.0,370.68412256240845,265.1492156982422,1.0
757,362.5458285808563,225.80219554901123,1.0,317.68196070194244,274.437836766243,0.9999961853027344,374.1961212158203,286.920152425766,0.9999905824661255,333.2807732820511,253.40017294883728,1.0,371.2910403609276,266.339638710022,1.0
758,363.96283753216267,226.07687616348267,1.0,318.48644948005676,274.74222683906555,0.9999936819076538,374.79258394241333,287.45343470573425,0.9999876022338867,334.1421928405762,253.62382447719574,1.0,372.329327493906,266.5449929237366,1.0
759,365.3142274618149,226.50192844867706,1.0,319.0479853153229,274.63453221321106,0.9999933242797852,375.7465920448303,287.09266567230225,0.9999929666519165,335.3716070652008,253.4401959180832,1.0,373.4969884157181,267.1306438446045,1.0
760,366.9692761898041,226.40440154075623,1.0,320.01153564453125,274.20583176612854,0.9999955892562866,376.28399443626404,288.17878437042236,0.999995231628418,336.3028964996338,253.25416553020477,1.0,374.36789894104004,267.82585525512695,1.0
761,368.1950616836548,226.82599329948425,1.0,320.7642345428467,274.54898250102997,0.9999969005584717,376.4833605289459,288.6235001087189,0.9999946355819702,337.3060507774353,253.01013934612274,1.0,375.09986901283264,267.8747100830078,1.0
762,369.51826429367065,226.6995040178299,1.0,321.4124801158905,274.6654416322708,0.9999982118606567,377.13862347602844,288.81104803085327,0.9999945163726807,338.2318034172058,252.9393966794014,1.0,375.9017448425293,268.3052463531494,1.0
763,370.7323589324951,226.88201212882996,1.0,321.97758412361145,274.86926674842834,0.9999990463256836,377.3378794193268,289.11500358581543,0.9999939203262329,339.22300004959106,253.33752071857452,1.0,376.6758246421814,268.96575009822845,1.0
764,371.54747807979584,227.38116908073425,1.0,322.5047427415848,274.70148980617523,0.9999994039535522,377.73637080192566,289.5970458984375,0.9999955892562866,339.9070739373565,253.4191837310791,1.0,377.5093688964844,269.2727018594742,1.0
765,373.0564068555832,227.54304194450378,1.0,323.20811170339584,274.84179842472076,0.9999995231628418,378.249245762825,289.9472727775574,0.9999954700469971,340.7760347723961,253.36826598644257,1.0,378.33374071121216,269.3568968772888,1.0
766,374.1267030239105,227.75857830047607,1.0,323.9107985571027,274.99154114723206,0.9999996423721313,378.7443171739578,290.51469004154205,0.9999960660934448,341.49091386795044,253.32296228408813,1.0,379.08260107040405,269.72755444049835,1.0
767,375.28027391433716,227.9378290809691,1.0,324.67277324199677,275.0442188978195,0.9999996423721313,379.2642889022827,290.9467430114746,0.9999958276748657,342.0766673088074,253.62618005275726,1.0,380.1768684387207,270.2262833118439,1.0
768,376.5805287361145,228.21720653772354,1.0,325.3668556213379,275.38471710681915,0.9999995231628418,379.9739635139704,291.3135339617729,0.9999961853027344,342.97642374038696,253.35289454460144,1.0,381.082706451416,269.9728161096573,1.0
769,378.08557891845703,228.2240755558014,1.0,326.14396691322327,275.37381887435913,0.9999995231628418,381.2813757658005,291.1162474155426,0.9999957084655762,344.1716823577881,253.2343109846115,1.0,381.8773900270462,270.1150872707367,1.0
770,379.3050571680069,229.06098341941833,1.0,326.8762319087982,275.67277354002,0.9999992847442627,382.0559170246124,291.94792141392827,0.9999912977218628,345.23505449295044,253.4622118473053,1.0,382.6589732170105,270.5494339466095,1.0
771,380.4066110551357,228.9384263753891,1.0,327.6620509624481,275.90345861017704,0.999998927116394,382.16199588775635,293.1312713623047,0.9999831914901733,346.15723752975464,253.7044893503189,1.0,383.232647895813,271.14476919174194,1.0
772,381.4861013889313,228.9875356554985,1.0,328.59976863861084,275.8398032039404,0.9999988079071045,381.91157484054565,294.2264451980591,0.9999715089797974,346.93203496932983,254.40546798706055,1.0,383.9732174873352,271.858051776886,1.0
773,382.7228045463562,229.4939581155777,1.0,329.1973605155945,275.97389731928706,0.9999979734420776,382.85587644577026,294.53151273727417,0.9999579191207886,347.90403025597334,254.53017926216125,1.0,384.7598509788513,272.29644536972046,1.0
