scorer,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000
bodyparts,nose,nose,nose,l_ear,l_ear,l_ear,r_ear,r_ear,r_ear,l_eye,l_eye,l_eye,r_eye,r_eye,r_eye
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
64,329.9104595184326,330.39480471611023,0.9999998807907104,319.3685145378113,373.2046284675598,0.9999912977218628,371.4818976521492,371.64017832279205,0.9999997615814209,318.76224970817566,358.66186475753784,1.0,359.8867664337158,355.3694218993187,1.0
65,329.76582431793213,329.4571669101715,0.9999998807907104,318.8184428215027,371.2356166243553,0.9999948740005493,371.37267303466797,370.4135271310806,0.9999996423721313,318.5795998573303,357.70084369182587,1.0,359.7170913219452,354.4648154973984,1.0
66,329.0388288497925,328.43670320510864,0.9999998807907104,318.9840111732483,369.7754898071289,0.9999896287918091,370.84111523628235,369.1327886581421,0.9999995231628418,318.53841400146484,356.4141086935997,1.0,359.5447928905487,352.97270250320435,1.0
67,329.3413496017456,328.06219244003296,0.9999998807907104,318.5939910411835,367.9403586387634,0.9999855756759644,370.74585807323456,367.61128425598145,0.9999991655349731,318.283554315567,355.0281777381897,1.0,359.34787917137146,352.21414279937744,1.0
68,328.9061207771301,326.8979778289795,1.0,318.09057998657227,367.06318855285645,0.9999747276306152,369.754417181015,366.4751362800598,0.9999990463256836,317.9570710659027,353.7393126487732,1.0,358.8168966770172,350.89001512527466,1.0
69,328.7446722984314,325.91403341293335,1.0,318.0620918273926,365.88363313674927,0.999980092048645,369.5429775714874,365.6537709236145,0.9999991655349731,317.5376762151718,352.72189569473267,1.0,358.54885149002075,349.8781645298004,1.0
70,328.32711935043335,324.9960047006607,1.0,317.9271774291992,364.7161793708801,0.9999756813049316,369.0091609954834,364.4463393986225,0.9999990463256836,317.23312199115753,351.75586557388306,1.0,358.2933118343353,348.7405156493187,1.0
71,327.7687406539917,324.00712512107566,1.0,317.9911036491394,363.84693898260593,0.9999653100967407,368.9039282798767,363.6138507127762,0.9999990463256836,316.7990933060646,351.1467316150665,1.0,358.25188851356506,347.29672914743423,1.0
72,327.5302562713623,322.9490044116974,1.0,317.8900810480118,362.1363854408264,0.9999356269836426,368.4638500213623,362.5180665254593,0.9999986886978149,316.3774302601814,350.02869486808777,1.0,357.8351950645447,346.1898183822632,1.0
73,327.24259543418884,321.55211901664734,1.0,318.18150782585144,361.4488105773926,0.9998905658721924,368.08448696136475,361.6640474796295,0.9999980926513672,316.19859601557255,348.98029911518097,1.0,357.5248854160309,344.969331741333,1.0
74,327.4402983188629,320.42613458633423,0.9999998807907104,318.0712444782257,360.3039622306824,0.9999443292617798,368.01029443740845,360.7360887527466,0.9999978542327881,316.02366328798234,347.3966695666313,1.0,357.51183688640594,344.09209871292114,1.0
75,327.16155076026917,319.53378677368164,1.0,317.91642701625824,359.020476102829,0.9999544620513916,368.1112985610962,359.66198682785034,0.9999969005584717,316.058352150023,346.31870913505554,0.9999998807907104,357.31823432445526,343.1478662490845,1.0
76,327.1785328388214,318.63668179512024,1.0,317.8421286344528,358.217561006546,0.999944806098938,367.05424213409424,359.00096130371094,0.999994158744812,315.9559297002852,345.5040092468262,0.9999998807907104,356.9763829112053,342.467796087265,1.0
77,326.9338321685791,317.6082079410553,1.0,317.6453558206558,357.62640821933746,0.9999146461486816,366.80320405960083,358.1979920864105,0.999994158744812,315.907028645277,344.5412173271179,1.0,356.798073887825,341.727809548378,1.0
78,326.7493169307709,316.81105387210846,1.0,317.87429308891296,356.5840339064598,0.9998149275779724,366.34406781196594,357.08837616443634,0.9999943971633911,315.86356242001057,343.61386728286743,1.0,356.48383098840714,340.95087319612503,1.0
79,326.50429487228394,316.0178434085101,1.0,317.70730924606323,355.2872625589371,0.9998109936714172,366.120148897171,355.9442823305726,0.9999957084655762,315.60313454270363,342.5934865474701,1.0,356.32455110549927,340.1807292550802,1.0
80,326.3447127342224,315.1507179737091,1.0,317.6903929710388,354.4204297065735,0.9998394250869751,365.91074085235596,354.8219369649887,0.9999951124191284,315.4995639324188,341.45565485954285,1.0,356.23080268502235,338.9951138496399,1.0
81,326.36224389076233,314.3031647205353,1.0,317.23713886737823,353.2866578102112,0.9998515844345093,365.6771721839905,353.96730875968933,0.9999951124191284,315.20271748304367,340.3296736776829,1.0,356.2232851535082,338.0341806411743,1.0
82,326.0538911819458,313.70810770988464,1.0,317.03979456424713,352.37560868263245,0.9996950626373291,365.2533975839615,353.2255525588989,0.9999921321868896,314.83692479133606,339.5330240726471,1.0,355.7688262015581,337.0529565811157,1.0
83,325.7647442817688,313.0624985694885,1.0,316.6931725740433,351.70559072494507,0.9996771812438965,364.8685837984085,352.2367684841156,0.9999912977218628,313.7724771499634,339.117900788784,1.0,355.51560801267624,336.1347198486328,1.0
84,325.54399037361145,312.43357944488525,1.0,315.9761998206377,350.7365493774414,0.9996438026428223,364.71324384212494,351.5392394065857,0.9999905824661255,313.30291509628296,338.19384467601776,1.0,355.0204681754112,335.21687865257263,1.0
85,324.7968040108681,311.31980323791504,0.9999998807907104,315.6746881008148,350.55637431144714,0.9994828701019287,364.1284805685282,350.45118045806885,0.9999814033508301,312.98832845687866,337.1433403491974,1.0,354.72368144989014,334.21628522872925,1.0
86,324.48492816090584,310.583988904953,0.9999998807907104,315.7563415914774,349.9173172712326,0.9994603991508484,364.1323430240154,349.4465796947479,0.9999611377716064,312.8269429206848,336.61069440841675,1.0,354.5181746482849,333.4176570177078,1.0
87,324.10348296165466,309.90694999694824,1.0,315.2217600941658,348.85222029685974,0.9996063113212585,363.8445506244898,348.50978922843933,0.9999634027481079,312.6310667991638,335.6738851070404,1.0,354.2715573310852,332.58777260780334,1.0
88,323.4461548924446,309.1050451993942,1.0,314.9217574596405,347.33786630630493,0.9997817873954773,363.7091301083565,347.86190870404243,0.9999638795852661,312.3357286453247,334.823073387146,1.0,353.9617476463318,331.7791981995106,1.0
89,323.0015627145767,308.4196460843086,1.0,314.43251073360443,346.33898878097534,0.9998698234558105,363.4221647977829,346.92212748527527,0.9999642372131348,311.8222539424896,333.9343122243881,1.0,353.5298116207123,331.10178089141846,1.0
90,322.631556391716,307.6853639483452,1.0,313.9524245262146,345.04856300354004,0.9999161958694458,363.0368025302887,345.6377410888672,0.9999599456787109,311.62601375579834,333.22079396247864,1.0,353.02195167541504,330.0917057991028,1.0
91,322.64197528362274,307.0141363143921,1.0,312.5885810852051,343.9794235229492,0.9999189376831055,362.5810594558716,344.4477844238281,0.999976634979248,311.33440589904785,332.26377671957016,1.0,352.7729787826538,329.56513929367065,1.0
92,322.59454798698425,306.5157005786896,1.0,312.43156719207764,343.10638523101807,0.9999209642410278,362.12703907489777,343.53823256492615,0.9999839067459106,311.1819579601288,331.49858605861664,1.0,352.45707607269287,328.6241593360901,1.0
93,322.4771157503128,305.90812039375305,0.9999998807907104,312.1188187599182,342.19096207618713,0.9999104738235474,361.334379196167,342.93262004852295,0.9999876022338867,310.87747168540955,330.88876605033875,1.0,352.1399312019348,328.01530265808105,1.0
94,322.2307312488556,304.9321427345276,0.9999998807907104,311.9985523223877,341.63067054748535,0.9999215602874756,360.90859603881836,342.21808075904846,0.9999933242797852,310.5119240283966,330.11462676525116,1.0,351.8583459854126,327.3671672344208,1.0
95,322.1184115409851,304.26280307769775,0.9999996423721313,311.9374222755432,341.03456449508667,0.9998396635055542,360.6156930923462,341.5378395318985,0.9999946355819702,309.89425921440125,329.4233591556549,1.0,351.5734267234802,326.7069411277771,1.0
96,322.21384823322296,303.7180800437927,0.9999998807907104,311.32451272010803,340.0546482652426,0.99991774559021,360.58212518692017,341.17653000354767,0.999996542930603,309.8995795249939,328.5217833518982,1.0,351.26794958114624,326.19950127601624,1.0
97,322.4006608724594,303.16719937324524,0.9999998807907104,310.8183662891388,338.87282371520996,0.9998998641967773,360.2387766838074,340.2076462805271,0.999997615814209,309.73117232322693,327.56637477874756,1.0,351.14693450927734,325.3755249977112,1.0
98,322.2716134786606,302.39896535873413,1.0,310.5983383655548,338.2202755212784,0.999934196472168,360.01548957824707,339.80321767926216,0.999997615814209,309.5458953380585,326.9269018173218,1.0,350.96820759773254,324.89411693811417,1.0
99,322.0531944036484,301.64790534973145,1.0,310.08072876930237,337.03132796287537,0.999962329864502,359.8281271457672,338.99387431144714,0.9999983310699463,309.0847306251526,326.25102400779724,1.0,350.68064522743225,324.0994846969843,1.0
100,321.8530466556549,300.9089974164963,1.0,309.68975055217743,336.1756341457367,0.9999662637710571,359.2570221424103,337.98454785346985,0.9999984502792358,308.79370403289795,325.7170227766037,1.0,350.3394160270691,323.30880838632584,1.0
101,321.5925953388214,300.3569032251835,0.9999998807907104,309.7098286151886,335.7793481349945,0.9999760389328003,358.8546087741852,337.2781298160553,0.9999985694885254,308.4646960198879,325.11597669124603,1.0,350.11261343955994,322.87810349464417,1.0
102,321.3125035762787,299.73171976208687,0.9999998807907104,309.3336696624756,335.0466341972351,0.999983549118042,358.4055516719818,336.9103569984436,0.9999985694885254,308.2530754506588,324.3220557272434,1.0,349.81159114837646,322.4423117637634,1.0
103,321.00453424453735,299.0957229733467,0.9999998807907104,309.1283897161484,334.73855328559875,0.9999831914901733,358.16565680503845,336.37164092063904,0.9999979734420776,307.95696103572845,323.5858545303345,1.0,349.82692420482635,321.8476619720459,1.0
104,320.80463576316833,298.38412034511566,0.9999998807907104,309.0451000928879,334.4032964706421,0.9999872446060181,357.3301283121109,335.6208791732788,0.999997615814209,307.5953333377838,323.0416141152382,1.0,349.577455163002,321.11030769348145,1.0
105,320.54286789894104,297.70836448669434,0.9999998807907104,308.18804183602333,333.2767947912216,0.9999947547912598,356.9865038394928,334.7430794239044,0.999998927116394,307.43754637241364,321.8807168006897,1.0,349.3115381002426,320.56860733032227,1.0
106,320.1645996570587,296.34150981903076,0.9999998807907104,307.17149609327316,332.05136674270034,0.999995231628418,356.7316207885742,333.6706694364548,0.9999992847442627,306.99985551834106,320.93677616119385,1.0,348.94339203834534,319.6248219013214,1.0
107,319.93209409713745,295.26826000213623,1.0,306.4894073009491,331.12406504154205,0.9999955892562866,356.75430381298065,332.97081714868546,0.9999994039535522,306.890190243721,320.12629652023315,1.0,348.6406110525131,318.7920262813568,1.0
108,319.81927156448364,294.64039301872253,1.0,306.75984704494476,331.0547351241112,0.9999918937683105,356.43825060129166,332.6896964907646,0.9999990463256836,306.7482879161835,319.1449363231659,1.0,348.2772991657257,318.08178663253784,1.0
109,319.7749321460724,294.1257002353668,1.0,305.7705144882202,330.90318393707275,0.9999942779541016,356.5878565311432,331.98799664899707,0.9999992847442627,306.55845057964325,318.45036482810974,1.0,348.27055037021637,317.57042825222015,1.0
