scorer,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000,DeepCut_resnet50_leftMar14shuffle1_1030000
bodyparts,nose,nose,nose,l_ear,l_ear,l_ear,r_ear,r_ear,r_ear,l_eye,l_eye,l_eye,r_eye,r_eye,r_eye
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
51,403.5654106140137,246.14256501197815,1.0,454.34856367111206,171.91683890670538,0.9999486207962036,430.39952754974365,167.83092832565308,0.9999992847442627,433.17198848724365,197.62221491336823,1.0,420.3169045448303,194.05612313747406,0.023461787030100822
52,402.9854254722595,246.4580693244934,1.0,453.4109140634537,172.35719135403633,0.9999492168426514,429.277841091156,168.48375463485718,0.9999992847442627,432.18171977996826,198.0205180644989,1.0,415.2727723121643,192.25337648391724,0.019493069499731064
53,402.0880917310715,246.63318824768066,1.0,452.4232665002346,172.975423514843,0.9999499320983887,428.4260721206665,168.76780891418457,0.9999994039535522,431.07202672958374,198.73077034950256,1.0,414.40033769607544,193.28442978858948,0.0058646854013204575
54,401.254362821579,247.20662713050842,1.0,451.3397780060768,173.17553400993347,0.9999287128448486,428.1797257363796,169.07901859283447,0.9999995231628418,430.11113834381104,199.2619526386261,1.0,412.7765130996704,193.93434739112854,0.009097602218389511
55,400.53529381752014,247.7026596069336,1.0,449.62041544914246,173.46719026565552,0.9999200105667114,426.9043844938278,169.11124920845032,0.9999995231628418,429.0852291584015,199.70205903053284,1.0,411.81692695617676,194.74761319160461,0.00995346624404192
56,399.6226963996887,248.17106103897095,0.9999998807907104,448.1882140636444,173.8281741142273,0.9998993873596191,425.2687587738037,169.3741421699524,0.9999992847442627,428.074160695076,200.4210238456726,1.0,411.2768440246582,195.18531984090805,0.008241653442382812
57,398.64833760261536,248.24364280700684,0.9999997615814209,446.89664101600647,174.19453144073486,0.9999037981033325,424.10412406921387,169.3753001689911,0.9999991655349731,426.9544538259506,200.7185764312744,1.0,409.2468945980072,195.0809867978096,0.00973229855298996
58,397.37432038784027,248.72264957427979,0.9999997615814209,445.69327425956726,174.13087821006775,0.9999072551727295,422.9273946285248,169.9281506538391,0.9999995231628418,425.44176292419434,201.0035195350647,1.0,408.17421555519104,195.58976989984512,0.014708968810737133
59,396.23216238617897,248.81847047805786,0.9999996423721313,443.66126105189323,174.44260621070862,0.9998940229415894,421.3161356449127,170.26330518722534,0.9999997615814209,424.35698318481445,201.26025819778442,1.0,407.47270584106445,195.78991396725178,0.01130299549549818
60,395.1540165543556,249.11989641189575,0.9999992847442627,441.84659457206726,174.67273497581482,0.9998704195022583,419.7416072189808,170.59425806999207,0.9999998807907104,423.11598801612854,201.33831310272217,1.0,406.3197855949402,195.86218531429768,0.020825501531362534
61,393.85640239715576,249.6328043937683,0.9999986886978149,440.280277967453,174.92959928512573,0.9998218417167664,418.63251531124115,170.83114051818848,0.9999998807907104,421.94384717941284,201.73168849945068,1.0,404.47846031188965,195.8972502052784,0.021385876461863518
62,392.66300535202026,249.70008754730225,0.9999995231628418,439.5922429561615,175.21420407295227,0.9998083710670471,417.5002944469452,171.30695104599,0.9999998807907104,420.37300980091095,202.0442876815796,1.0,403.53320503234863,196.74243140220642,0.03133643418550491
63,391.5242302417755,250.29927170276642,0.9999998807907104,438.6781406402588,175.62997174263,0.9998401403427124,415.98314905166626,171.71926352381706,0.9999997615814209,419.4572060108185,202.36127948760986,1.0,402.8790464401245,197.09670424461365,0.04386435076594353
64,390.6817886829376,250.91256392002106,0.9999998807907104,437.64383816719055,175.6497585773468,0.999860405921936,414.7212471961975,172.09047193080187,0.9999994039535522,418.665035367012,202.9599485397339,1.0,398.1683406829834,196.94516998529434,0.0368768572807312
65,389.87438893318176,250.79533123970032,1.0,436.598939538002,175.93506693840027,0.9998458623886108,413.5484105348587,172.6438049674034,0.9999992847442627,417.4831130504608,203.3844714164734,1.0,397.524169921875,197.34845793247223,0.03157149627804756
66,389.30779469013214,251.35092747211456,1.0,435.4510306715965,176.18599939346313,0.9997729659080505,412.69900304079056,173.13000631332397,0.9999994039535522,416.59610247612,203.54105424880981,1.0,396.65507793426514,197.84417307376862,0.022936753928661346
67,388.4789116382599,251.6190973520279,1.0,434.17231464385986,176.66758918762207,0.9996143579483032,412.08116740733385,173.7201625108719,0.9999995231628418,415.6565091609955,203.59030213952065,1.0,398.00450229644775,199.59590530395508,0.011850317008793354
68,387.74445900321007,251.96750447899103,1.0,432.71886229515076,176.84523630142212,0.9993719458580017,411.1320055127144,173.57094049453735,0.9999994039535522,414.77592372894287,204.08290694653988,1.0,397.76090145111084,200.5431249141693,0.009976394474506378
69,387.3231602907181,252.53367167711258,1.0,432.022620677948,177.49256873130798,0.9994837045669556,410.0877608060837,173.79578149318695,0.9999994039535522,414.0877990722656,204.57972365617752,1.0,396.2349232882261,199.32264804840088,0.011983823962509632
70,386.79489755630493,253.13326168060303,0.9999998807907104,430.9078907966614,177.3109712600708,0.999566376209259,408.9936797618866,174.0603814125061,0.9999988079071045,413.38009917736053,205.30180144309998,1.0,395.5281891524792,200.09694385528564,0.012261494062840939
71,385.91736578941345,253.71135318279266,0.9999998807907104,429.47514736652374,177.64351773262024,0.9996070265769958,407.692019701004,174.46298575401306,0.9999980926513672,412.45049715042114,206.0241014957428,1.0,393.0776824951172,201.22625637054443,0.010160157456994057
72,384.8551433086395,254.32306098937988,0.9999997615814209,428.4868513941765,178.67735266685486,0.9995995163917542,407.20115876197815,175.03777384757996,0.9999986886978149,411.3535023331642,206.49892330169678,1.0,393.3711655139923,201.68919134140015,0.005996898282319307
