R,A,0
R,A,1
R,A,2
R,A,3
R,A,4
R,B,0
R,B,1
R,B,2
R,B,3
R,B,4
R,C,0
R,C,1
R,C,2
R,C,3
R,C,4
R,C,5
R,D,0
R,D,1
R,D,2
R,D,3
R,D,4
R,D,5
R,E,1
R,E,2
R,E,3
R,E,4
R,E,5
L,A,0
L,A,1
L,A,2
L,A,3
L,A,4
L,B,0
L,B,1
L,B,2
L,B,3
L,B,4
L,C,0
L,C,1
L,C,2
L,C,3
L,C,4
L,C,5
L,D,0
L,D,1
L,D,2
L,D,3
L,D,4
L,D,5
L,E,1
L,E,2
L,E,3
L,E,4
L,E,5
