0.57227,0.90055,0.76027
0.71213,0.90055,0.96515
0.85198,0.90055,1.17
0.99184,0.90055,1.3749
1.1317,0.90055,1.5798
0.69191,0.5043,0.43832
0.83176,0.5043,0.6432
0.97162,0.5043,0.84807
1.1115,0.5043,1.0529
1.2513,0.5043,1.2578
0.79521,0.16215,0.16032
0.93507,0.16215,0.3652
1.0749,0.16215,0.57007
1.2148,0.16215,0.77494
1.3546,0.16215,0.97982
1.4945,0.16215,1.1847
0.88218,-0.12592,-0.07373
1.022,-0.12592,0.13114
1.1619,-0.12592,0.33602
1.3018,-0.12592,0.54089
1.4416,-0.12592,0.74577
1.5815,-0.12592,0.95064
1.0927,-0.35989,-0.058958
1.2325,-0.35989,0.14592
1.3724,-0.35989,0.35079
1.5123,-0.35989,0.55566
1.6521,-0.35989,0.76054
-0.57227,0.90055,-0.76027
-0.71213,0.90055,-0.96515
-0.85198,0.90055,-1.17
-0.99184,0.90055,-1.3749
-1.1317,0.90055,-1.5798
-0.69191,0.5043,-0.43832
-0.83176,0.5043,-0.6432
-0.97162,0.5043,-0.84807
-1.1115,0.5043,-1.0529
-1.2513,0.5043,-1.2578
-0.79521,0.16215,-0.16032
-0.93507,0.16215,-0.3652
-1.0749,0.16215,-0.57007
-1.2148,0.16215,-0.77494
-1.3546,0.16215,-0.97982
-1.4945,0.16215,-1.1847
-0.88218,-0.12592,0.07373
-1.022,-0.12592,-0.13114
-1.1619,-0.12592,-0.33602
-1.3018,-0.12592,-0.54089
-1.4416,-0.12592,-0.74577
-1.5815,-0.12592,-0.95064
-1.0927,-0.35989,0.058958
-1.2325,-0.35989,-0.14592
-1.3724,-0.35989,-0.35079
-1.5123,-0.35989,-0.55566
-1.6521,-0.35989,-0.76054
