0.85435,0.60713,0.33466
0.76708,0.79213,1.1811
0.71123,0.95619,1.5773
0.83166,1.1796,1.806
1.9766,1.3471,1.0415
0.9835,0.34706,-0.0031267
1.0132,0.45702,0.47544
1.1004,0.59664,0.84894
1.282,0.62631,1.2312
1.6153,0.70834,1.2486
1.0481,0.10648,-0.33228
1.1196,0.26513,0.406
1.1912,0.24593,0.56133
1.3029,0.24558,1.1408
1.4722,0.26338,1.2682
1.7916,0.23843,0.92261
2.1337,-0.065785,0.099342
1.1214,-0.077328,-0.41267
1.1528,0.008019,0.17777
1.254,0.026345,0.3256
1.3448,0.011335,0.62754
1.5001,-0.065983,0.88934
1.6659,-0.15273,1.1285
1.9068,-0.21556,1.1302
1.1127,-0.12892,-0.22525
1.1737,-0.18547,0.2048
1.275,-0.2483,0.34199
1.4181,-0.35826,0.64218
1.6624,-0.44552,0.82719
1.8631,-0.57991,1.2007
-0.57101,0.49436,-0.58966
-0.48375,0.67936,-1.4361
-0.4279,0.84342,-1.8323
-0.54833,1.0668,-2.061
-1.6933,1.2344,-1.2965
-0.70017,0.17961,-0.07734
-0.72984,0.28957,-0.55591
-0.81711,0.42919,-0.92941
-0.99862,0.45886,-1.3116
-1.332,0.54089,-1.3291
-0.76475,-0.057287,0.40113
-0.8363,0.10136,-0.33715
-0.90786,0.082164,-0.49248
-1.0196,0.081815,-1.0719
-1.1889,0.099618,-1.1993
-1.5083,0.074659,-0.85376
-1.8503,-0.22955,-0.030492
-0.83805,-0.18868,0.53989
-0.86947,-0.10333,-0.050554
-0.9707,-0.085005,-0.19838
-1.0615,-0.10001,-0.50033
-1.2168,-0.17733,-0.76212
-1.3826,-0.26408,-1.0012
-1.6234,-0.32691,-1.003
-0.82932,-0.1904,0.43605
-0.89041,-0.24695,0.0059961
-0.99164,-0.30978,-0.13119
-1.1348,-0.41974,-0.43138
-1.3791,-0.50701,-0.61639
-1.5798,-0.6414,-0.98989
